Pos,Game,Console,Publisher,VGChartz Score,Critic Score,User Score,Total Shipped,Release Date,Last Update,Genre 
13267,Green Lantern: Rise of the Manhunters,DS,Warner Bros. Interactive,N/A,5.5,N/A,N/A,07th Jun 11,N/A,Action
13268,Contra Advance: The Alien Wars EX,GBA,Konami,N/A,6.7,N/A,N/A,03rd Nov 02,N/A,Shooter
13269,Cake Mania,DS,Majesco,N/A,N/A,N/A,N/A,09th Apr 07,N/A,Puzzle
13270,Master of the Monster Lair,DS,Atlus,N/A,6.9,N/A,N/A,31st Oct 08,N/A,Role-Playing
13271,The Settlers,DS,Ubisoft,N/A,N/A,N/A,N/A,21st Aug 07,N/A,Strategy
13272,The Elder Scrolls Online: Summerset,XOne,Bethesda Softworks,N/A,N/A,N/A,N/A,21st May 18,15th Sep 18,MMO
13273,History Channel: Battle for the Pacific,Wii,Activision,N/A,N/A,N/A,N/A,04th Dec 07,N/A,Shooter
13274,Army Men: RTS,PS2,3DO,N/A,6.1,N/A,N/A,27th Mar 02,N/A,Strategy
13275,Yard Sale Hidden Treasures: Sunnyville,DS,Konami,N/A,N/A,N/A,N/A,25th May 10,N/A,Puzzle
13276,Mobile Suit Gundam: MS Sensen 0079,Wii,Namco Bandai,N/A,N/A,N/A,N/A,26th Jul 07,N/A,Simulation
13277,Shadow of Destiny,PSP,Konami,N/A,6.8,N/A,N/A,26th Jan 10,N/A,Adventure
13278,12 Labours of Hercules III: Girl Power,PC,Jetdogs Studios,N/A,N/A,N/A,0.11m,07th Aug 15,06th Apr 19,Strategy
13279,Digimon World: Next Order,PSV,Namco Bandai Games,N/A,N/A,N/A,N/A,17th Mar 16,21st Apr 18,Role-Playing
13280,Grease,DS,505 Games,N/A,N/A,N/A,N/A,24th Aug 10,N/A,Misc
13281,Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PS3,THQ,N/A,N/A,N/A,N/A,07th Dec 11,N/A,Misc
13282,Surf's Up,PSP,Ubisoft,N/A,N/A,N/A,N/A,30th May 07,N/A,Sports
13283,ESPN NHL Hockey,XB,Sega,N/A,N/A,N/A,N/A,09th Sep 03,N/A,Sports
13284,Mortal Kombat: Deception,GC,Midway Games,N/A,7.2,N/A,N/A,01st Mar 05,N/A,Fighting
13285,Monster Lab,PS2,Eidos Interactive,N/A,N/A,N/A,N/A,04th Nov 08,N/A,Role-Playing
13286,XXX,GBA,Activision,N/A,N/A,N/A,N/A,31st Jul 02,N/A,Action
13287,Beaterator,PSP,Rockstar Games,N/A,7.9,N/A,N/A,01st Oct 09,N/A,Misc
13288,Guitar Rock Tour,DS,Gameloft,N/A,N/A,N/A,N/A,04th Nov 08,N/A,Misc
13289,Tales of the World: Tactics Union,3DS,Namco Bandai Games,N/A,N/A,N/A,N/A,23rd Oct 14,16th Nov 18,Role-Playing
13290,Maximum Force,PS,Midway Games,N/A,N/A,N/A,N/A,30th Sep 97,N/A,Shooter
13291,Worms Forts: Under Siege,PS2,Sega,N/A,N/A,N/A,N/A,15th Mar 05,N/A,Strategy
13292,Prototype: Biohazard Bundle,XOne,Activision,N/A,N/A,N/A,N/A,11th Oct 16,N/A,Action
13293,Invizimals: The Lost Tribes,PSP,Sony Computer Entertainment,N/A,N/A,N/A,N/A,04th Nov 11,N/A,Action
13294,Taiko no Tatsujin: V Version,PSV,Namco Bandai Games,N/A,N/A,N/A,N/A,09th Jul 15,04th Jul 18,Music
13295,Paws & Claws Pet Vet: Australian Adventures,DS,THQ,N/A,N/A,N/A,N/A,18th Aug 09,N/A,Simulation
13296,Project: Snowblind,XB,Eidos Interactive,N/A,N/A,N/A,N/A,23rd Feb 05,N/A,Action
13297,Astro Boy: The Video Game,PS2,D3 Publisher,N/A,5.0,N/A,N/A,20th Oct 09,N/A,Action
13298,Brave Story: New Traveler (US sales),PSP,Xseed Games,N/A,7.5,N/A,N/A,31st Jul 07,N/A,Role-Playing
13299,Disney's Extreme Skate Adventure,XB,Activision,N/A,N/A,N/A,N/A,03rd Sep 03,N/A,Sports
13300,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,GC,THQ,N/A,N/A,N/A,N/A,16th Sep 03,N/A,Action
13301,Sparkle 3 Genesis,PC,Forever Entertainment S.A.,N/A,N/A,N/A,0.11m,24th Apr 15,06th Apr 19,Simulation
13302,The Spiderwick Chronicles,X360,Sierra Entertainment,N/A,N/A,N/A,N/A,05th Feb 08,N/A,Adventure
13303,BlazBlue: Calamity Trigger Portable,PSP,Aksys Games,N/A,7.9,8.4,N/A,09th Mar 10,N/A,Fighting
13304,Pac-Man World 2,GBA,Namco,N/A,N/A,N/A,N/A,09th Oct 05,N/A,Platform
13305,Final Fantasy XII: The Zodiac Age,PC,Square Enix,N/A,N/A,N/A,0.11m,01st Feb 18,22nd Sep 18,Role-Playing
13306,Game Corp DX,PC,Endless Loop Studios,N/A,N/A,N/A,0.11m,02nd Oct 15,06th Apr 19,Simulation
13307,Odama,GC,Nintendo,N/A,6.5,N/A,N/A,10th Apr 06,N/A,Misc
13308,Karaoke Revolution Presents American Idol Encore,X360,Konami,N/A,N/A,N/A,N/A,05th Feb 08,N/A,Misc
13309,Pinball Hall of Fame: The Williams Collection,PSP,Crave Entertainment,N/A,8.0,N/A,N/A,26th Feb 08,N/A,Misc
13310,Tank Blast,PC,Siberian Digital,N/A,N/A,N/A,0.11m,13th Jul 16,06th Apr 19,Action
13311,Mobile Light Force 2,PS2,XS Games,N/A,N/A,N/A,N/A,19th Mar 03,N/A,Shooter
13312,Naval Ops: Warship Gunner,PS2,KOEI,N/A,N/A,N/A,N/A,25th Jun 03,N/A,Simulation
13313,Soma Bringer,DS,Nintendo,N/A,N/A,N/A,N/A,28th Feb 08,N/A,Role-Playing
13314,Shin Sangoku Musou 6 Special,PSP,Tecmo Koei,N/A,N/A,N/A,N/A,25th Aug 11,N/A,Action
13315,Hasbro Family Game Night Fun Pack,Wii,Electronic Arts,N/A,N/A,N/A,N/A,01st Nov 11,N/A,Misc
13316,Bridge Project,PC,THQ Nordic,N/A,N/A,N/A,0.11m,28th May 13,06th Apr 19,Simulation
13317,The King of Fighters Collection: The Orochi Saga,Wii,SNK Playmore,N/A,N/A,N/A,N/A,02nd Dec 08,N/A,Fighting
13318,Go! Sudoku (JP sales),PSP,Ubisoft,N/A,N/A,N/A,N/A,21st Mar 06,N/A,Puzzle
13319,Ride,XOne,Milestone S.r.l.,N/A,N/A,N/A,N/A,23rd Jun 15,24th Apr 18,Racing
13320,Staxel,PC,Humble Bundle,N/A,N/A,N/A,0.11m,23rd Jan 18,06th Apr 19,Simulation
13321,Bionicle Heroes,GC,Eidos Interactive,N/A,5.4,N/A,N/A,14th Nov 06,N/A,Shooter
13322,UBERMOSH,PC,Walter Machado,N/A,N/A,N/A,0.11m,13th Aug 15,05th Apr 19,Action
13323,The King of Fighters 2000/2001,PS2,SNK,N/A,N/A,N/A,N/A,09th Dec 03,N/A,Fighting
13324,Eragon,PSP,Sierra Entertainment,N/A,6.2,N/A,N/A,14th Nov 06,N/A,Action
13325,Lost in Blue,DS,Konami,N/A,N/A,N/A,N/A,27th Sep 05,N/A,Adventure
13326,Chameleon Twist,N64,Sunsoft,N/A,N/A,N/A,N/A,30th Nov 97,N/A,Platform
13327,Chopper Attack,N64,Midway Games,N/A,N/A,N/A,N/A,17th Jun 98,N/A,Action
13328,Dragon Quest Heroes: Rocket Slime,DS,Square Enix,N/A,8.3,N/A,0.11m,19th Sep 06,N/A,Adventure
13329,Fighting Force 64,N64,Crave Entertainment,N/A,5.2,N/A,N/A,30th Apr 99,N/A,Action
13330,Nuclear Strike 64,N64,THQ,N/A,N/A,N/A,N/A,30th Nov 99,N/A,Simulation
13331,Snowboard Kids 2,N64,Atlus,N/A,N/A,N/A,N/A,02nd Mar 99,N/A,Sports
13332,Tonic Trouble,N64,Ubisoft,N/A,N/A,N/A,N/A,31st Aug 99,N/A,Platform
13333,Top Gear Rally 2,N64,Kemco,N/A,N/A,N/A,N/A,03rd Dec 99,N/A,Racing
13334,Lunacy,SAT,Atlus,N/A,N/A,N/A,N/A,31st May 97,N/A,Adventure
13335,Vigilante 8: 2nd Offense,N64,Activision,N/A,N/A,N/A,N/A,02nd Feb 00,N/A,Racing
13336,Batman & Robin,PS,Acclaim Entertainment,N/A,5.4,N/A,N/A,31st Jul 98,N/A,Action
13337,Blaster Master Zero,All,Inti Creates,N/A,N/A,N/A,0.11m,09th Mar 17,03rd Feb 21,Action-Adventure
13338,Spyborgs,Wii,Capcom,N/A,6.3,N/A,N/A,22nd Sep 09,N/A,Action
13339,Planescape Torment: Enhanced Edition,PC,Beamdog,N/A,N/A,N/A,0.11m,11th Apr 17,05th Apr 19,Role-Playing
13340,Wolfenstein II: The New Colossus,NS,Bethesda Softworks,N/A,8.3,N/A,N/A,29th Jun 18,28th Jul 18,Shooter
13341,Street Fighter Collection,SAT,Capcom,N/A,N/A,N/A,N/A,30th Nov 97,N/A,Fighting
13342,Ninja Assault,PS2,Namco,N/A,N/A,N/A,N/A,18th Nov 02,N/A,Shooter
13343,RiME,PS4,Grey Box,N/A,7.1,N/A,N/A,26th May 17,08th Apr 18,Adventure
13344,GunGriffon Blaze,PS2,Working Designs,N/A,N/A,N/A,N/A,24th Oct 00,N/A,Simulation
13345,Higurashi no Naku Koro ni Matsuri,PS2,Alchemist,N/A,N/A,N/A,N/A,22nd Feb 07,N/A,Adventure
13346,Army Men: Soldiers of Misfortune,DS,Zoo Games,N/A,N/A,N/A,N/A,04th Nov 08,N/A,Shooter
13347,Frontier Gate,PSP,Konami,N/A,N/A,N/A,N/A,22nd Dec 11,N/A,Role-Playing
13348,Super Robot Wars OG: The Moon Dwellers,PS4,Namco Bandai Games,N/A,N/A,N/A,N/A,30th Jun 16,N/A,Misc
13349,Top Angler: Real Bass Fishing,PS2,Xicat Interactive,N/A,N/A,N/A,N/A,28th Mar 02,N/A,Sports
13350,Agents of Mayhem,XOne,Deep Silver,N/A,N/A,N/A,N/A,15th Aug 17,24th Jun 18,Action
13351,Michael Phelps: Push the Limit,X360,505 Games,N/A,N/A,N/A,N/A,11th Oct 11,N/A,Sports
13352,Overcooked Special Edition,NS,Team 17,N/A,8.4,N/A,N/A,13th Feb 18,08th Jan 18,Simulation
13353,Night at the Museum: Battle of the Smithsonian    Read the review,X360,Majesco,5.3,5.4,N/A,N/A,05th May 09,N/A,Action
13354,Bodycount    Read the review,X360,Codemasters,5.5,4.8,N/A,N/A,30th Aug 11,N/A,Shooter
13355,PDC World Championship Darts: Pro Tour,Wii,O-Games,N/A,N/A,N/A,N/A,26th Nov 10,N/A,Sports
13356,The King of Fighters 2002: Unlimited Match,PC,SNK,N/A,N/A,N/A,0.11m,27th Feb 15,05th Apr 19,Fighting
13357,Breakout,PS,Hasbro Interactive,N/A,4.9,N/A,N/A,22nd Sep 00,N/A,Puzzle
13358,AKB48+Me,3DS,Kadokawa Shoten,N/A,N/A,N/A,N/A,25th Oct 12,16th Nov 18,Misc
13359,Alias,PS2,Acclaim Entertainment,N/A,N/A,N/A,N/A,05th Apr 04,N/A,Action
13360,Sakura Taisen Hanagumi Tsuushin,SAT,Sega,N/A,N/A,N/A,N/A,14th Feb 97,N/A,Misc
13361,Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen,GBA,Nintendo,N/A,N/A,N/A,N/A,10th Aug 04,N/A,Adventure
13362,Death Jr.: Root of Evil    Read the review,Wii,Eidos Interactive,7.5,7.3,N/A,N/A,27th May 08,N/A,Platform
13363,Iron Brigade,PC,Double Fine Productions,N/A,N/A,N/A,0.11m,13th Aug 12,05th Apr 19,Strategy
13364,Hollywood Squares,Wii,Ubisoft,N/A,N/A,N/A,N/A,05th Oct 10,N/A,Misc
13365,"Prinny 2: Dawn of Operation Panties, Dood!",PSP,NIS America,N/A,6.3,N/A,N/A,11th Jan 11,N/A,Platform
13366,Gundam Breaker 3,PS4,Namco Bandai Games,N/A,N/A,N/A,N/A,03rd Mar 16,03rd Jul 18,Action
13367,Smash Court Tennis 3,X360,Atari,N/A,N/A,N/A,N/A,19th Aug 08,N/A,Sports
13368,Sacred 3,PS3,Deep Silver,N/A,N/A,N/A,N/A,29th Jul 14,16th Nov 18,Role-Playing
13369,Silly Bandz: Play The Craze,DS,Zoo Games,N/A,N/A,N/A,N/A,23rd Nov 10,N/A,Puzzle
13370,Transformers: Devastation,PS3,Activision,N/A,N/A,N/A,N/A,06th Oct 15,14th Apr 18,Action
13371,Earth Defense Force 4.1: The Shadow of New Despair,PS4,Xseed Games,N/A,N/A,N/A,N/A,08th Dec 15,26th Apr 18,Shooter
13372,Outlaw Golf: Nine Holes of Christmas,XB,Simon & Schuster Interactive,N/A,N/A,N/A,N/A,01st Jan 03,N/A,Sports
13373,NHL Rivals 2004,XB,Microsoft Game Studios,N/A,N/A,N/A,N/A,18th Nov 03,N/A,Sports
13374,X-Men: Next Dimension,XB,Activision,N/A,N/A,N/A,N/A,15th Oct 02,N/A,Fighting
13375,Tyco RC: Assault with a Battery,PS,Mattel Interactive,N/A,N/A,N/A,N/A,01st Jan 00,N/A,Racing
13376,Felony 11-79,PS,ASCII Entertainment,N/A,N/A,N/A,N/A,31st Aug 97,N/A,Racing
13377,Classic Road,SNES,Victor Interactive,N/A,N/A,N/A,N/A,29th Oct 93,N/A,Sports
13378,OlliOlli,PC,Devolver Digital,N/A,N/A,N/A,0.11m,22nd Jul 14,05th Apr 19,Sports
13379,Avatar: The Last Airbender,PSP,THQ,N/A,6.0,N/A,N/A,10th Oct 06,N/A,Adventure
13380,Hole in the Wall: Deluxe Edition,X360,Ubisoft,N/A,N/A,N/A,N/A,20th Nov 11,N/A,Misc
13381,Dawn of Discovery,DS,Ubisoft,N/A,7.9,N/A,N/A,23rd Jun 09,N/A,Simulation
13382,NBA 2K18,X360,2K Sports,N/A,7.0,N/A,N/A,19th Sep 17,02nd Apr 18,Sports
13383,Panzer Dragoon Saga,SAT,Sega,N/A,9.1,N/A,N/A,30th Apr 98,N/A,Role-Playing
13384,Nicktoons: Unite!,DS,THQ,N/A,N/A,N/A,N/A,10th Jan 06,N/A,Adventure
13385,Flight Control HD,PC,Firemint,N/A,N/A,N/A,0.11m,18th Nov 10,N/A,Simulation
13386,Backyard NFL Football '10,X360,Atari,N/A,N/A,N/A,N/A,20th Oct 09,N/A,Sports
13387,The Scorpion King: Rise of the Akkadian,GC,Universal Interactive,N/A,5.2,N/A,N/A,11th Sep 02,N/A,Action
13388,ATV Quad Kings,DS,Storm City Games,N/A,N/A,N/A,N/A,02nd Mar 10,N/A,Racing
13389,Shining Ark,PSP,Sega,N/A,N/A,N/A,N/A,28th Feb 13,16th Nov 18,Misc
13390,Hyperdimension Neptunia U: Action Unleashed,PC,Idea Factory International,N/A,N/A,N/A,0.11m,21st Mar 16,03rd Jul 18,Action
13391,Sword of the Stars II: Enhanced Edition,PC,Paradox Interactive,N/A,N/A,N/A,0.11m,30th Nov 12,05th Apr 19,Strategy
13392,Between Me and The Night,PC,Unknown,N/A,N/A,N/A,0.11m,N/A,05th Apr 19,Action-Adventure
13393,Oddworld: Munch's Oddysee,PC,Oddworld Inhabitants,N/A,N/A,N/A,0.11m,20th Dec 10,05th Apr 19,Platform
13394,Transformers: Beast Wars Transmetals,PS,BAM! Entertainment,N/A,N/A,N/A,N/A,15th Mar 00,N/A,Fighting
13395,GiFTPiA,GC,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,Role-Playing
13396,Mushroom Men: Rise of the Fungi,DS,Gamecock,N/A,N/A,N/A,N/A,02nd Dec 08,N/A,Action
13397,A New Beginning,PC,Daedalic Entertainment,N/A,N/A,N/A,0.11m,11th Dec 12,N/A,Adventure
13398,Ore no Imouto ga Konnani Kawaii Wake ga Nai Portable,PSP,Namco Bandai Games,N/A,N/A,N/A,N/A,17th May 12,08th Oct 18,Adventure
13399,Snapshot,PC,Retro Affect,N/A,N/A,N/A,0.11m,30th Aug 12,04th Apr 19,Platform
13400,Charlie and the Chocolate Factory,XB,Global Star Software,N/A,N/A,N/A,N/A,11th Jul 05,N/A,Adventure
13401,Constantine,PS2,THQ,N/A,N/A,N/A,N/A,14th Feb 05,N/A,Action
13402,Prinny: Can I Really Be the Hero?    Read the review,PSP,NIS America,8.4,7.2,N/A,N/A,17th Feb 09,N/A,Platform
13403,Pimp My Ride,X360,Activision,N/A,3.8,N/A,N/A,06th Dec 06,N/A,Racing
13404,Pokémon Rumble World,3DS,Nintendo,N/A,7.0,N/A,N/A,08th Apr 15,03rd Aug 18,Action
13405,Dynasty Tactics 2,PS2,KOEI,N/A,N/A,N/A,N/A,23rd Sep 03,N/A,Strategy
13406,Touch Detective 2 1/2,DS,Atlus,N/A,N/A,N/A,N/A,09th Oct 07,N/A,Adventure
13407,Vacation Sports,Wii,Ubisoft,N/A,N/A,N/A,N/A,10th Mar 09,N/A,Sports
13408,Real World Golf,PS2,Mad Catz,N/A,N/A,N/A,N/A,11th Apr 06,N/A,Sports
13409,Winter Heat,SAT,Sega,N/A,N/A,N/A,N/A,30th Nov 97,N/A,Sports
13410,Patapon 2,PSP,Sony Computer Entertainment,N/A,8.2,N/A,N/A,05th May 09,N/A,Platform
13411,WRC 5: FIA World Rally Championship,PS3,Bigben Interactive,N/A,N/A,N/A,N/A,24th Nov 15,24th Apr 18,Racing
13412,Ty the Tasmanian Tiger 2: Bush Rescue,XB,Electronic Arts,N/A,6.9,N/A,N/A,12th Oct 04,N/A,Platform
13413,Animal Planet: Vet Life,DS,Activision,N/A,N/A,N/A,N/A,22nd Sep 09,N/A,Simulation
13414,Defender,GC,Midway Games,N/A,N/A,N/A,N/A,03rd Nov 02,N/A,Shooter
13415,BlazBlue: Continuum Shift II,3DS,Aksys Games,N/A,6.0,N/A,N/A,31st May 11,N/A,Fighting
13416,The Polar Express,GC,THQ,N/A,3.3,N/A,N/A,02nd Nov 04,N/A,Adventure
13417,BMX XXX,XB,Acclaim Entertainment,N/A,N/A,N/A,N/A,10th Nov 02,N/A,Sports
13418,ATV: Quad Frenzy,DS,Majesco,N/A,N/A,N/A,N/A,14th Nov 05,N/A,Racing
13419,Totally Spies! Totally Party,Wii,Valcon Games,N/A,N/A,N/A,N/A,10th Mar 09,N/A,Misc
13420,Ys VIII: Lacrimosa of Dana,NS,NIS America,N/A,8.5,6.7,N/A,26th Jun 18,11th Jan 18,Role-Playing
13421,Lady Sia,GBA,TDK Mediactive,N/A,N/A,N/A,N/A,15th Oct 01,N/A,Platform
13422,Lucha Libre AAA: Heroes del Ring,PS3,Konami,N/A,N/A,N/A,N/A,12th Oct 10,N/A,Fighting
13423,Rock Band: Metal Track Pack,PS2,MTV Games,N/A,N/A,N/A,N/A,22nd Sep 09,N/A,Misc
13424,Sonic Generations,PC,Sega,N/A,8.3,N/A,N/A,03rd Nov 11,N/A,Platform
13425,Frogger: Helmet Chaos,PSP,Konami,N/A,7.0,N/A,N/A,29th Sep 05,N/A,Platform
13426,Burnout Paradise Remastered,XOne,Electronic Arts,N/A,8.0,N/A,N/A,16th Mar 18,24th Feb 18,Racing
13427,Replica,PC,Somi,N/A,N/A,N/A,0.11m,11th Jun 16,04th Apr 19,Visual Novel
13428,Robotech: Invasion,PS2,Global Star Software,N/A,N/A,N/A,N/A,05th Oct 04,N/A,Shooter
13429,Rock Band: Metal Track Pack,Wii,MTV Games,N/A,N/A,N/A,N/A,22nd Sep 09,N/A,Misc
13430,fault - milestone one,PC,Sekai Project,N/A,N/A,N/A,0.11m,09th Aug 13,04th Apr 19,Visual Novel
13431,Dr. Seuss' The Cat in the Hat,XB,VU Games,N/A,N/A,N/A,N/A,05th Nov 03,N/A,Adventure
13432,Hellboy: The Science of Evil,X360,Konami,N/A,N/A,N/A,N/A,24th Jun 08,N/A,Action
13433,Irozuki Tingle no Koi no Balloon Trip,DS,Nintendo,N/A,N/A,N/A,N/A,06th Aug 09,N/A,Adventure
13434,Sakura Dungeon,PC,Winged Cloud,N/A,N/A,N/A,0.11m,03rd Jun 16,04th Apr 19,Role-Playing
13435,Sword Art Online: Lost Song,PS3,Namco Bandai Games,N/A,N/A,N/A,N/A,26th Mar 15,N/A,Role-Playing
13436,Where the Wild Things Are,PS3,Warner Bros. Interactive,N/A,N/A,N/A,N/A,13th Oct 09,N/A,Platform
13437,Champion Jockey: G1 Jockey & Gallop Racer,Wii,Tecmo Koei,N/A,N/A,N/A,N/A,08th Nov 11,31st Jul 18,Sports
13438,HOP,DS,505 Games,N/A,N/A,N/A,N/A,29th Mar 11,N/A,Platform
13439,Sniper Elite,Wii,Reef Entertainment,N/A,N/A,N/A,N/A,14th Dec 10,N/A,Shooter
13440,Metal Gear Solid V: The Definitive Experience,XOne,Konami Digital Entertainment,N/A,N/A,N/A,N/A,11th Oct 16,29th May 18,Action
13441,Cats & Dogs: The Revenge of Kitty Galore,DS,505 Games,N/A,N/A,N/A,N/A,20th Jul 10,N/A,Action
13442,Astro Boy: The Video Game,Wii,D3 Publisher,N/A,5.3,N/A,N/A,20th Oct 09,N/A,Action
13443,Call of Duty: Modern Warfare Trilogy,PS3,Activision,N/A,N/A,N/A,N/A,17th May 16,14th Jan 18,Shooter
13444,Vanishing Realms,PC,Indimo Labs LLC,N/A,N/A,N/A,0.11m,05th Apr 16,04th Apr 19,Role-Playing
13445,Final Fantasy I & II,NES,Square,N/A,N/A,N/A,N/A,27th Feb 94,N/A,Role-Playing
13446,Starsky & Hutch,GC,BAM! Entertainment,N/A,6.0,N/A,N/A,24th Aug 04,N/A,Racing
13447,The Cheetah Girls: Pop Star Sensations,DS,Disney Interactive Studios,N/A,N/A,N/A,N/A,09th Oct 07,N/A,Misc
13448,Langrisser IV,SAT,NCS,N/A,N/A,N/A,N/A,01st Aug 97,N/A,Strategy
13449,FoxKids.com Micro Maniacs Racing,PS,Codemasters,N/A,N/A,N/A,N/A,05th Oct 00,N/A,Racing
13450,Happy Feet Two,DS,Warner Bros. Interactive,N/A,N/A,N/A,N/A,08th Nov 11,N/A,Adventure
13451,Hexen: Beyond Heretic,PS,GT Interactive,N/A,N/A,N/A,N/A,30th Jun 97,N/A,Shooter
13452,Bust-A-Move DS,DS,Majesco,N/A,N/A,N/A,N/A,06th Dec 05,N/A,Puzzle
13453,Arcade Party Pak,PS,Midway Games,N/A,7.6,N/A,N/A,30th Sep 99,N/A,Misc
13454,Planet 51,X360,Sega,N/A,5.7,N/A,N/A,17th Nov 09,N/A,Action
13455,Cabela's North American Adventures,X360,Activision,N/A,N/A,N/A,N/A,14th Sep 10,N/A,Sports
13456,Kotoba no Puzzle: Mojipittan Daijiten,PSP,Namco,N/A,N/A,N/A,N/A,16th Dec 04,N/A,Puzzle
13457,Yamaha Supercross,DS,DSI Games,N/A,N/A,N/A,N/A,07th Apr 09,N/A,Racing
13458,Football Manager 2019,PC,Sega,N/A,N/A,N/A,N/A,02nd Nov 18,11th Sep 18,Simulation
13459,TransOcean: The Shipping Company,PC,Astragon,N/A,N/A,N/A,0.11m,23rd Sep 14,03rd Apr 19,Simulation
13460,"Cook, Serve, Delicious! 2!!",PC,Vertigo Gaming Inc.,N/A,N/A,N/A,0.11m,14th Sep 17,04th Apr 19,Simulation
13461,Hitman Trilogy,PS2,Eidos Interactive,N/A,N/A,N/A,N/A,30th Jun 07,N/A,Action
13462,Dragon Quest & Final Fantasy in Itadaki Street Portable,PSP,Square Enix,N/A,N/A,N/A,N/A,25th May 06,N/A,Misc
13463,Kairo,PC,Lupus Studios Limited,N/A,N/A,N/A,0.11m,24th Apr 13,03rd Apr 19,Puzzle
13464,A.R.E.S. Extinction Agenda,PC,Extend Studio,N/A,6.8,N/A,0.11m,14th Dec 10,N/A,Platform
13465,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,X360,THQ,N/A,N/A,N/A,N/A,13th Sep 11,N/A,Action
13466,Rock Band Track Pack: Classic Rock,PS3,MTV Games,N/A,N/A,N/A,N/A,19th May 09,N/A,Misc
13467,Heroes of Hammerwatch,PC,Crackshell,N/A,N/A,N/A,0.11m,01st Mar 18,03rd Apr 19,Action-Adventure
13468,Cabela's Adventure Camp,PS3,Activision,N/A,N/A,N/A,N/A,01st Nov 11,N/A,Misc
13469,The Legend of Heroes II: Prophecy of the Moonlight Witch (JP sales),PSP,Namco Bandai,N/A,N/A,N/A,N/A,20th Jun 06,N/A,Role-Playing
13470,Railroad Tycoon II,PS,Take-Two Interactive,N/A,6.6,N/A,N/A,31st Jan 00,N/A,Strategy
13471,The Hardy Boys: The Hidden Theft,Wii,DreamCatcher Interactive,N/A,N/A,N/A,N/A,22nd Sep 09,N/A,Adventure
13472,Naruto Shippuden 3D: The New Era,3DS,505 Games,N/A,N/A,N/A,N/A,17th Jun 11,N/A,Action
13473,My Boyfriend,DS,THQ,N/A,N/A,N/A,N/A,14th Sep 09,N/A,Simulation
13474,Kirarin * Revolution: Kira Kira Idol Audition,DS,Konami,N/A,N/A,N/A,N/A,10th Aug 06,N/A,Simulation
13475,Evil Maze,PC,ZOV GAME STUDIO,N/A,N/A,N/A,0.11m,17th Jun 16,03rd Apr 19,Action
13476,Killer Instinct (2013),XOne,Microsoft Studios,N/A,N/A,N/A,N/A,23rd Sep 14,09th Aug 18,Fighting
13477,Ranma 1/2: Akanekodan Teki Hihou,SNES,TOHO,N/A,N/A,N/A,N/A,22nd Oct 93,N/A,Role-Playing
13478,The BIGS,PSP,2K Sports,N/A,7.6,N/A,N/A,25th Jun 07,N/A,Sports
13479,Pac-Man and the Ghostly Adventures 2,PS3,Namco Bandai Games,N/A,N/A,N/A,N/A,14th Oct 14,16th Nov 18,Platform
13480,Victory Zone,PS,Sony Computer Entertainment,N/A,N/A,N/A,N/A,31st Mar 95,N/A,Misc
13481,Monster Jam: Path of Destruction,PSP,Activision,N/A,N/A,N/A,N/A,09th Nov 10,N/A,Racing
13482,Rengoku: The Tower of Purgatory,PSP,Konami,N/A,4.7,N/A,N/A,26th Apr 05,N/A,Action
13483,The Secret Saturdays: Beasts of the 5th Sun,PSP,D3 Publisher,N/A,N/A,N/A,N/A,20th Oct 09,N/A,Action
13484,Fit in Six,Wii,Ubisoft,N/A,N/A,N/A,N/A,15th Mar 11,N/A,Sports
13485,Goal Storm '97,PS,Konami,N/A,N/A,N/A,N/A,01st Jan 97,N/A,Sports
13486,Paws & Claws: Pet Resort,Wii,THQ,N/A,N/A,N/A,N/A,05th Jan 09,N/A,Simulation
13487,Dynasty Warriors Advance,GBA,Nintendo,N/A,5.2,N/A,N/A,29th Aug 05,N/A,Action
13488,Pachi-Slot Aruze Oukoku 3,PS,Aruze Corp,N/A,N/A,N/A,N/A,19th Jul 00,N/A,Misc
13489,Pixel Puzzles 2: Space,PC,DL Softworks,N/A,N/A,N/A,0.11m,19th Feb 16,03rd Apr 19,Puzzle
13490,Tournament Pool,Wii,Destineer,N/A,N/A,N/A,N/A,21st May 09,N/A,Sports
13491,Transformers: Devastation,X360,Activision,N/A,N/A,N/A,N/A,06th Oct 15,14th Apr 18,Action
13492,Guilty Gear Xrd -Revelator-,PS3,Aksys Games,N/A,N/A,N/A,N/A,07th Jun 16,09th Jul 18,Fighting
13493,Aqua Aqua,PS2,3DO,N/A,N/A,N/A,N/A,09th Jan 01,N/A,Puzzle
13494,Naruto Shippuden: Naruto vs. Sasuke,DS,Atlus,N/A,N/A,N/A,N/A,16th Nov 10,N/A,Action
13495,Mega Man Zero 4,GBA,Capcom,N/A,N/A,N/A,N/A,04th Oct 05,N/A,Platform
13496,NASCAR '14,PS3,Deep Silver,N/A,N/A,N/A,N/A,18th Feb 14,04th Nov 18,Racing
13497,Black Bass with Blue Marlin,PS,Hot-B,N/A,N/A,N/A,N/A,08th Dec 99,N/A,Sports
