Pos,Game,Console,Publisher,VGChartz Score,Critic Score,User Score,Total Shipped,Release Date,Last Update,Genre 
3087,WWE SmackDown vs. Raw 2010,PS2,THQ,N/A,N/A,N/A,N/A,20th Oct 09,N/A,Fighting
3088,Pro Evolution Soccer 2008,X360,Konami,N/A,N/A,N/A,N/A,12th Mar 08,N/A,Sports
3089,Tomb Raider: Underworld,X360,Eidos Interactive,N/A,7.5,N/A,N/A,18th Nov 08,N/A,Adventure
3090,NHL 99,PS,EA Sports,N/A,N/A,N/A,N/A,30th Sep 98,N/A,Sports
3091,Naruto: Ultimate Ninja Storm    Read the review,PS3,Namco Bandai,7.8,7.8,N/A,N/A,04th Nov 08,N/A,Fighting
3092,Ridge Racer Revolution,PS,Namco,N/A,N/A,N/A,N/A,30th Sep 96,N/A,Racing
3093,World Tour Soccer,PSP,Sony Computer Entertainment,N/A,7.0,N/A,N/A,14th Mar 05,N/A,Sports
3094,Hot Wheels Turbo Racing,PS,Electronic Arts,N/A,N/A,N/A,N/A,22nd Sep 99,N/A,Racing
3095,The Orange Box,PS3,Electronic Arts,N/A,8.7,N/A,N/A,11th Dec 07,N/A,Shooter
3096,Spore Creatures,DS,Electronic Arts,N/A,7.2,N/A,N/A,07th Sep 08,N/A,Simulation
3097,NCAA Football 99,PS,EA Sports,N/A,N/A,N/A,N/A,01st Aug 98,N/A,Sports
3098,Mortal Kombat: Armageddon,PS2,Midway Games,N/A,7.4,N/A,N/A,09th Oct 06,N/A,Fighting
3099,Freekstyle,PS2,EA Sports BIG,N/A,N/A,N/A,N/A,17th Jun 02,N/A,Racing
3100,DiRT 3,PS3,Codemasters,N/A,9.0,N/A,N/A,24th May 11,N/A,Racing
3101,Simple 1500 Series Vol. 1: The Mahjong,PS,D3 Publisher,N/A,N/A,N/A,N/A,22nd Oct 98,N/A,Misc
3102,MLB The Show 18,PS4,Sony Interactive Entertainment,N/A,N/A,N/A,N/A,27th Mar 18,17th Sep 18,Sports
3103,Football Manager 2013,PC,Sega,N/A,N/A,N/A,N/A,01st Nov 12,05th Jan 18,Sports
3104,NBA Street V3,PS2,EA Sports BIG,N/A,N/A,N/A,N/A,08th Feb 05,N/A,Sports
3105,Hulk,PS2,Universal Interactive,N/A,N/A,N/A,N/A,27th May 03,N/A,Action
3106,Endless Ocean    Read the review,Wii,Nintendo,8.3,6.8,N/A,N/A,21st Jan 08,N/A,Adventure
3107,NFL Blitz,N64,Midway Games,N/A,N/A,N/A,N/A,09th Sep 98,N/A,Sports
3108,NFL Quarterback Club 98,N64,Acclaim Entertainment,N/A,N/A,N/A,N/A,24th Oct 97,N/A,Sports
3109,Sonic Generations,3DS,Sega,N/A,6.3,N/A,N/A,22nd Nov 11,N/A,Platform
3110,Wario Land: Shake It!    Read the review,Wii,Nintendo,7.9,7.3,N/A,1.06m,22nd Sep 08,N/A,Platform
3111,Mario & Luigi: Paper Jam,3DS,Nintendo,N/A,7.4,N/A,1.06m,22nd Jan 16,07th Jan 18,Role-Playing
3112,Aliens vs Predator    Read the review,X360,Sega,7.2,6.0,N/A,N/A,16th Feb 10,N/A,Shooter
3113,Warhawk,PS3,Sony Computer Entertainment,N/A,8.4,N/A,N/A,28th Aug 07,N/A,Shooter
3114,Spider-Man 2,GBA,Activision,N/A,7.0,N/A,N/A,29th Jun 04,N/A,Platform
3115,Seek and Destroy,PS2,Conspiracy Entertainment,N/A,5.6,N/A,N/A,11th Dec 02,N/A,Racing
3116,Darksiders    Read the review,X360,THQ,8.2,7.8,N/A,N/A,05th Jan 10,N/A,Action
3117,LEGO The Lord of the Rings,PS3,Warner Bros. Interactive Entertainment,N/A,N/A,N/A,N/A,13th Nov 12,N/A,Misc
3118,Mercenaries 2: World in Flames,X360,Electronic Arts,N/A,7.1,N/A,N/A,31st Aug 08,N/A,Shooter
3119,Brothers: A Tale of Two Sons,PC,505 Games,N/A,N/A,N/A,1.06m,03rd Sep 13,27th Jun 18,Adventure
3120,Sega Superstars Tennis,Wii,Sega,N/A,7.0,N/A,N/A,18th Mar 08,N/A,Sports
3121,Call of Duty 4: Modern Warfare,DS,Activision,N/A,7.3,N/A,N/A,05th Nov 07,N/A,Shooter
3122,DiRT    Read the review,PS3,Codemasters,8.0,8.3,N/A,N/A,11th Sep 07,N/A,Racing
3123,Resident Evil: The Darkside Chronicles,Wii,Capcom,N/A,7.2,N/A,N/A,17th Nov 09,N/A,Shooter
3124,The Walking Dead: Season Two,PC,Telltale Games,N/A,N/A,N/A,1.05m,14th Oct 14,N/A,Misc
3125,Dora the Explorer: Dora Saves the Mermaids,DS,2K Play,N/A,N/A,N/A,N/A,05th Nov 07,N/A,Platform
3126,Cosmic Ark,2600,Imagic,N/A,N/A,N/A,N/A,01st Jan 82,N/A,Shooter
3127,SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,Sony Computer Entertainment,N/A,8.2,N/A,N/A,07th Nov 06,N/A,Shooter
3128,Disney Infinity,PS3,Disney Interactive Studios,N/A,N/A,N/A,N/A,18th Aug 13,N/A,Misc
3129,UFC Undisputed 3,PS3,THQ,N/A,N/A,N/A,N/A,14th Feb 12,N/A,Fighting
3130,Defender,2600,Atari,N/A,N/A,N/A,N/A,01st Jan 81,N/A,Shooter
3131,MySims Agents    Read the review,Wii,Electronic Arts,7.4,7.5,N/A,N/A,29th Sep 09,N/A,Adventure
3132,Lego Marvel Super Heroes: Universe in Peril,3DS,Warner Bros. Interactive Entertainment,N/A,N/A,N/A,N/A,22nd Oct 13,04th Jan 18,Action
3133,Mario Superstar Baseball,GC,Nintendo,N/A,7.2,N/A,1.05m,29th Aug 05,N/A,Sports
3134,Arc the Lad II,PS,Sony Computer Entertainment,N/A,N/A,N/A,N/A,20th Jun 96,N/A,Role-Playing
3135,Derby Stallion 96,SNES,ASCII Entertainment,N/A,N/A,N/A,N/A,15th Mar 96,N/A,Sports
3136,F-Zero: Maximum Velocity,GBA,Nintendo,N/A,8.7,N/A,1.05m,12th Jun 01,N/A,Racing
3137,Adventure Island,NES,Hudson Soft,N/A,N/A,N/A,N/A,01st Sep 88,N/A,Platform
3138,Tag Team Match M.U.S.C.L.E.,NES,Bandai,N/A,N/A,N/A,N/A,01st Oct 86,N/A,Fighting
3139,Star Fox 64 3D,3DS,Nintendo,N/A,8.0,N/A,1.05m,09th Sep 11,N/A,Shooter
3140,Virtua Tennis 3,PS3,Sega,N/A,N/A,N/A,N/A,20th Mar 07,N/A,Sports
3141,NBA 2K3,PS2,Sega,N/A,N/A,N/A,N/A,08th Oct 02,N/A,Sports
3142,The Evil Within 2,PS4,Bethesda Softworks,N/A,N/A,N/A,N/A,13th Oct 17,10th May 18,Action
3143,The Simpsons: Road Rage,XB,Electronic Arts,N/A,N/A,N/A,N/A,01st Dec 01,N/A,Racing
3144,Dave Mirra Freestyle BMX,PS,Acclaim Entertainment,N/A,7.4,N/A,N/A,26th Sep 00,N/A,Sports
3145,Supreme Commander 2,PC,Square Enix,N/A,7.5,N/A,1.05m,02nd Mar 10,N/A,Strategy
3146,Forza Motorsport,XB,Microsoft Game Studios,N/A,9.2,N/A,N/A,03rd May 05,N/A,Racing
3147,Disney Universe,Wii,Disney Interactive Studios,N/A,N/A,N/A,N/A,25th Oct 11,N/A,Action
3148,Rocksmith 2014,PS3,Ubisoft,N/A,9.1,N/A,N/A,22nd Oct 13,08th Mar 18,Music
3149,Imagine: Animal Doctor,DS,Ubisoft,N/A,N/A,N/A,N/A,23rd Oct 07,17th Sep 18,Simulation
3150,Sonic & SEGA All-Stars Racing,DS,Sega,N/A,8.3,N/A,N/A,23rd Feb 10,N/A,Racing
3151,Super Hexagon,PC,Unknown,N/A,N/A,N/A,1.05m,N/A,05th Feb 19,Action
3152,MVP Baseball 2003,PS2,EA Sports,N/A,N/A,N/A,N/A,10th Mar 03,N/A,Sports
3153,Legacy of Kain: Soul Reaver,PS,Eidos Interactive,N/A,8.9,N/A,N/A,16th Aug 99,N/A,Adventure
3154,WWE SmackDown vs. Raw 2010,X360,THQ,N/A,8.2,N/A,N/A,20th Oct 09,N/A,Fighting
3155,Sleeping Dogs,PS3,Square Enix,N/A,8.1,N/A,N/A,14th Aug 12,07th Mar 18,Action-Adventure
3156,Titan Quest,PC,THQ,N/A,7.6,N/A,1.04m,26th Jun 06,N/A,Role-Playing
3157,Aliens vs Predator    Read the review,PS3,Sega,7.2,6.1,N/A,N/A,16th Feb 10,N/A,Shooter
3158,Prey (2017),PS4,Bethesda Softworks,N/A,N/A,N/A,N/A,05th May 17,18th Jan 18,Shooter
3159,ATV: Quad Power Racing,PS,Acclaim Entertainment,N/A,N/A,N/A,N/A,23rd Aug 00,N/A,Racing
3160,Mega Man X4,PS,Capcom,N/A,N/A,N/A,N/A,01st Jan 97,N/A,Platform
3161,Naruto: Clash of Ninja 2,GC,D3 Publisher,N/A,7.4,N/A,N/A,26th Sep 06,N/A,Fighting
3162,Dance Dance Revolution SuperNOVA,PS2,Konami,N/A,N/A,N/A,N/A,26th Sep 06,N/A,Simulation
3163,Bomberman 64,N64,Hudson Soft,N/A,6.1,N/A,N/A,02nd Dec 97,N/A,Puzzle
3164,Final Fantasy XII: Revenant Wings    Read the review,DS,Square Enix,8.6,8.2,N/A,1.04m,20th Nov 07,N/A,Role-Playing
3165,Monster Rancher,PS,Tecmo,N/A,N/A,N/A,1.04m,30th Nov 97,N/A,Simulation
3166,Jeremy McGrath Supercross 98,PS,Acclaim Entertainment,N/A,N/A,N/A,N/A,31st May 98,N/A,Racing
3167,Dragon Ball: Xenoverse,PS3,Namco Bandai Games,N/A,N/A,N/A,1.04m,24th Feb 15,11th Sep 18,Fighting
3168,Virtua Tennis 4,All,Sega,N/A,N/A,N/A,1.04m,10th May 11,16th Nov 20,Sports
3169,Dance on Broadway,Wii,Ubisoft,N/A,N/A,N/A,N/A,15th Jun 10,N/A,Misc
3170,WipEout Pure,PSP,Sony Computer Entertainment,N/A,9.1,N/A,N/A,16th Mar 05,16th Sep 18,Racing
3171,LEGO Pirates of the Caribbean: The Video Game,X360,Disney Interactive Studios,N/A,7.2,N/A,N/A,10th May 11,N/A,Action
3172,Need for Speed: Most Wanted,XB,Electronic Arts,N/A,N/A,N/A,N/A,15th Nov 05,N/A,Racing
3173,Hotline Miami 2: Wrong Number    Read the review,PC,Devolver Digital,6.5,8.3,N/A,1.04m,10th Mar 15,21st Jan 18,Shooter
3174,Diablo III: Ultimate Evil Edition,XOne,Blizzard Entertainment,N/A,N/A,N/A,N/A,19th Aug 14,25th Mar 19,Role-Playing
3175,MotorStorm: Arctic Edge    Read the review,PSP,Sony Computer Entertainment,8.0,7.7,N/A,N/A,29th Sep 09,N/A,Racing
3176,Brink,X360,Bethesda Softworks,N/A,6.8,N/A,N/A,10th May 11,N/A,Shooter
3177,Disney Infinity 2.0: Marvel Super Heroes,PS3,Disney Interactive Studios,N/A,N/A,N/A,N/A,23rd Sep 14,06th Feb 18,Action-Adventure
3178,ZhuZhu Pets,DS,Activision,N/A,N/A,N/A,N/A,23rd Mar 10,N/A,Simulation
3179,The Simpsons Game,X360,Electronic Arts,N/A,6.9,N/A,N/A,30th Oct 07,N/A,Platform
3180,Resident Evil VII: Biohazard,XOne,Capcom,N/A,7.9,N/A,1.04m,24th Jan 17,15th Jan 18,Action
3181,LEGO Indiana Jones: The Original Adventures,PS3,LucasArts,N/A,7.7,N/A,N/A,03rd Jun 08,N/A,Adventure
3182,MX vs. ATV Unleashed,PS2,THQ,N/A,N/A,N/A,N/A,16th Mar 05,N/A,Racing
3183,Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3,Ubisoft,N/A,N/A,N/A,N/A,23rd Aug 07,N/A,Shooter
3184,Disney Fairies: Tinker Bell and the Lost Treasure,DS,Disney Interactive Studios,N/A,N/A,N/A,N/A,27th Oct 09,N/A,Adventure
3185,FIFA Soccer 08,Wii,EA Sports,N/A,N/A,N/A,N/A,09th Oct 07,N/A,Sports
3186,Guinness World Records: The Videogame,Wii,Warner Bros. Interactive,N/A,N/A,N/A,N/A,11th Nov 08,N/A,Action
3187,Assassin's Creed Origins,PC,Ubisoft,N/A,N/A,N/A,1.03m,27th Oct 17,10th Jan 18,Action
3188,NCAA March Madness 2004,PS2,EA Sports,N/A,N/A,N/A,N/A,17th Nov 03,N/A,Sports
3189,Junior Brain Trainer,DS,Take-Two Interactive,N/A,N/A,N/A,N/A,03rd Nov 09,N/A,Misc
3190,Donkey Kong Land III,GB,Nintendo,N/A,N/A,N/A,1.03m,01st Sep 97,N/A,Platform
3191,Final Fight 2,SNES,Capcom,N/A,N/A,N/A,1.03m,01st Aug 93,N/A,Action
3192,Active Life: Outdoor Challenge,Wii,Namco Bandai,N/A,N/A,N/A,1.03m,09th Sep 08,N/A,Sports
3193,Bomberman,NES,Hudson Soft,N/A,N/A,N/A,N/A,01st Jan 89,N/A,Puzzle
3194,Tomb Raider,PC,Eidos Interactive,N/A,8.7,N/A,N/A,14th Nov 96,N/A,Action
3195,Just Dance 2014,X360,Ubisoft,N/A,7.6,N/A,N/A,08th Oct 13,08th Mar 18,Music
3196,Sonic Unleashed,PS3,Sega,N/A,5.3,N/A,N/A,09th Dec 08,N/A,Platform
3197,The Elder Scrolls III: Morrowind Game of the Year Edition,XB,Bethesda Softworks,N/A,8.3,N/A,N/A,31st Oct 03,N/A,Role-Playing
3198,Dragon Ball Z: Budokai Tenkaichi 3,Wii,Atari,N/A,7.5,8.6,N/A,03rd Dec 07,N/A,Fighting
3199,Serious Sam HD: The First Encounter,PC,Devolver Digital,N/A,6.9,N/A,1.03m,24th Nov 09,N/A,Shooter
3200,Tiger Woods PGA Tour 08,Wii,Electronic Arts,N/A,7.4,N/A,N/A,28th Aug 07,N/A,Sports
3201,LEGO Indiana Jones 2: The Adventure Continues,X360,LucasArts,N/A,N/A,N/A,N/A,17th Nov 09,N/A,Adventure
3202,Pokémon Conquest,DS,Nintendo,N/A,N/A,N/A,N/A,18th Jun 12,30th Jul 18,Role-Playing
3203,Dead Space 3,PS3,Electronic Arts,N/A,N/A,N/A,N/A,05th Feb 13,N/A,Shooter
3204,LEGO Jurassic World,PS3,Warner Bros. Interactive Entertainment,N/A,N/A,N/A,N/A,12th Jun 15,06th Apr 18,Action
3205,Shrek 2,GC,Activision,N/A,6.9,N/A,N/A,28th Apr 04,N/A,Platform
3206,Petz: Catz 2,DS,Ubisoft,N/A,N/A,N/A,N/A,14th Nov 07,N/A,Simulation
3207,We Ski,Wii,Namco Bandai,N/A,7.1,N/A,1.02m,13th May 08,N/A,Sports
3208,SoulCalibur V,PS3,Namco Bandai,N/A,N/A,N/A,1.02m,31st Jan 12,N/A,Fighting
3209,Bulletstorm,X360,Electronic Arts,N/A,8.5,N/A,N/A,22nd Feb 11,N/A,Shooter
3210,The Lost World: Jurassic Park,PS,Electronic Arts,N/A,N/A,N/A,N/A,31st Aug 97,N/A,Action
3211,Assassin's Creed: Rogue,X360,Ubisoft,N/A,N/A,N/A,N/A,11th Nov 14,14th Jan 18,Action
3212,Madden NFL 07,XB,EA Sports,N/A,8.4,N/A,N/A,22nd Aug 06,N/A,Sports
3213,Wall-E,Wii,THQ,N/A,N/A,N/A,N/A,24th Jun 08,N/A,Platform
3214,Rock Band 2    Read the review,Wii,MTV Games,9.3,9.0,N/A,N/A,18th Dec 08,N/A,Misc
3215,Harry Potter and the Prisoner of Azkaban,PS2,Electronic Arts,N/A,N/A,N/A,N/A,02nd Jun 04,N/A,Adventure
3216,Naruto: Clash of Ninja Revolution,Wii,Tomy Corporation,N/A,N/A,N/A,N/A,23rd Oct 07,N/A,Fighting
3217,The Elder Scrolls Online,PC,Bethesda Softworks,N/A,N/A,N/A,N/A,04th Apr 14,15th Sep 18,MMO
3218,Pong: The Next Level,PS,Hasbro Interactive,N/A,N/A,N/A,N/A,31st Oct 99,N/A,Puzzle
3219,NBA 2K16,X360,2K Sports,N/A,N/A,N/A,N/A,29th Sep 15,28th Mar 18,Sports
3220,MLB 15: The Show,PS4,Sony Computer Entertainment America,N/A,N/A,N/A,N/A,31st Mar 15,01st May 18,Sports
3221,The Simpsons Game,Wii,Electronic Arts,N/A,N/A,N/A,N/A,30th Oct 07,N/A,Platform
3222,Steep,PS4,Ubisoft,N/A,N/A,N/A,N/A,02nd Dec 16,N/A,Sports
3223,Braid    Read the review,PC,Number None,8.7,8.8,N/A,1.01m,10th Apr 09,N/A,Platform
3224,Just Cause 3,XOne,Square Enix,N/A,7.0,N/A,N/A,01st Dec 15,04th Apr 18,Action-Adventure
3225,F1 2012,PS3,Codemasters,N/A,7.9,N/A,N/A,18th Sep 12,08th Mar 18,Racing
3226,EyePet,PS3,Sony Computer Entertainment,N/A,6.9,N/A,N/A,17th Sep 10,N/A,Simulation
3227,The Wolf Among Us,PC,Unknown,N/A,N/A,N/A,1.01m,N/A,05th Feb 19,Adventure
3228,Madden NFL 16,X360,EA Sports,N/A,8.0,N/A,N/A,25th Aug 15,31st Mar 18,Sports
3229,LEGO Marvel's Avengers,PS4,Warner Bros. Interactive Entertainment,N/A,N/A,N/A,N/A,26th Jan 16,06th Apr 18,Action
3230,Championship Manager 3,PC,Eidos Interactive,N/A,N/A,N/A,N/A,20th Nov 03,N/A,Sports
3231,NBA Jam Tournament Edition,SNES,Acclaim Entertainment,N/A,N/A,N/A,N/A,23rd Feb 95,N/A,Sports
3232,Sekai no Gohan Shaberu! DS Oryouri Navi,DS,Nintendo,N/A,N/A,N/A,1.01m,04th Dec 08,N/A,Misc
3233,Naruto Shippuden: Ultimate Ninja Storm 2,PS3,Namco Bandai,N/A,7.3,N/A,1.01m,19th Oct 10,N/A,Fighting
3234,Prince of Persia    Read the review,X360,Ubisoft,8.4,8.2,6.0,N/A,02nd Dec 08,N/A,Adventure
3235,LEGO Jurassic World,X360,Warner Bros. Interactive Entertainment,N/A,N/A,N/A,N/A,12th Jun 15,06th Apr 18,Action
3236,LEGO Harry Potter: Years 5-7,X360,Warner Bros. Interactive,N/A,N/A,N/A,N/A,11th Nov 11,N/A,Action
3237,NBA 2K10,X360,2K Sports,N/A,8.4,N/A,N/A,06th Oct 09,N/A,Sports
3238,Evolve,PS4,2K Games,N/A,N/A,N/A,N/A,10th Feb 15,10th May 18,Shooter
3239,Resident Evil 5,PC,Capcom,N/A,8.9,N/A,1.01m,15th Sep 09,N/A,Action
3240,Far Cry: Primal,XOne,Ubisoft,N/A,7.8,N/A,N/A,23rd Feb 16,03rd Apr 18,Action-Adventure
3241,Ford Racing 2,PS2,Gotham Games,N/A,N/A,N/A,N/A,28th Oct 03,N/A,Racing
3242,Breath of Fire III,PS,Capcom,N/A,7.6,N/A,N/A,30th Apr 98,N/A,Role-Playing
3243,NERF N-Strike Elite    Read the review,Wii,Electronic Arts,5.0,7.5,N/A,N/A,26th Oct 09,N/A,Shooter
3244,Rayman Origins,PS3,Ubisoft,N/A,8.5,N/A,N/A,15th Nov 11,N/A,Platform
3245,PES 2009: Pro Evolution Soccer,X360,Konami,N/A,N/A,N/A,N/A,11th Nov 08,N/A,Sports
3246,Dead or Alive 2,PS2,Tecmo,N/A,N/A,N/A,N/A,30th Mar 00,N/A,NULL
3247,UFC Undisputed 3,X360,THQ,N/A,N/A,N/A,N/A,14th Feb 12,N/A,NULL
3248,Excitebike 64,N64,Nintendo,N/A,8.9,N/A,N/A,30th Apr 00,N/A,Racing
3249,Perfect Dark Zero,X360,Microsoft Game Studios,N/A,8.1,8.9,1.00m,17th Nov 05,N/A,Shooter
3250,SoulCalibur,DC,Namco,N/A,9.6,N/A,1.00m,09th Sep 99,N/A,Fighting
3251,Tekken,PS,Namco,N/A,8.3,N/A,1.00m,08th Nov 95,N/A,Fighting
3252,Viva Pinata    Read the review,X360,Microsoft Game Studios,8.2,8.4,N/A,1.00m,09th Nov 06,N/A,Simulation
3253,Densha De Go!,PS,Taito,N/A,N/A,N/A,1.00m,18th Dec 97,N/A,NULL
3254,Derby Stallion,PS,ASCII Entertainment,N/A,N/A,N/A,1.00m,17th Jul 97,N/A,NULL
3255,Devil May Cry 3: Dante's Awakening Special Edition,PS2,Capcom,N/A,8.8,8.6,1.00m,24th Jan 06,N/A,Action
3256,Final Fantasy Tactics: The War of the Lions    Read the review,PSP,Square Enix,8.7,8.9,N/A,1.00m,09th Oct 07,N/A,Role-Playing
3257,Mega Man: Dr. Wily's Revenge,GB,Capcom,N/A,N/A,N/A,1.00m,01st Dec 91,N/A,Platform
3258,Mega Man II,GB,Capcom,N/A,N/A,N/A,1.00m,29th Jan 92,N/A,Platform
3259,Monster Rancher 2,PS,Tecmo,N/A,N/A,N/A,1.00m,01st Jan 99,N/A,Simulation
3260,PaRappa The Rapper,PS,Sony Computer Entertainment,N/A,9.2,N/A,1.00m,31st Oct 97,N/A,Misc
3261,Legend of Mana,PS,Square,N/A,7.8,N/A,1.00m,07th Jun 00,N/A,Role-Playing
3262,Sonic Adventure 2 Battle,GC,Sega,N/A,6.8,N/A,1.00m,11th Feb 02,N/A,Platform
3263,WWE SmackDown! Shut Your Mouth,PS2,THQ,N/A,N/A,N/A,1.00m,31st Oct 02,N/A,Sports
3264,Xenosaga Episode I: Der Wille zur Macht,PS2,Namco,N/A,8.7,N/A,1.00m,26th Feb 03,N/A,Role-Playing
3265,Street Fighter Alpha 3,PS,Capcom,N/A,8.4,N/A,1.00m,30th Apr 99,N/A,Fighting
3266,Game & Watch Gallery,GB,Nintendo,N/A,N/A,N/A,1.00m,01st May 97,N/A,Misc
3267,Jissen Pachi-Slot Hisshouhou: Hokuto no Ken,PS2,Sammy Corporation,N/A,N/A,N/A,1.00m,27th May 04,N/A,Misc
3268,NES Open Tournament Golf,NES,Nintendo,N/A,N/A,N/A,1.00m,29th Sep 91,N/A,Sports
3269,Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,Ubisoft,N/A,8.7,N/A,1.00m,06th Mar 07,N/A,Shooter
3270,Empire Earth,PC,Sierra Entertainment,N/A,8.0,N/A,1.00m,12th Nov 01,N/A,Strategy
3271,Ratchet & Clank Future: Tools of Destruction    Read the review,PS3,Sony Computer Entertainment,8.8,8.9,N/A,1.00m,23rd Oct 07,N/A,Platform
3272,Doom 3,PC,Activision,N/A,7.0,N/A,1.00m,03rd Aug 04,N/A,Shooter
3273,Star Wars Galaxies: An Empire Divided,PC,LucasArts,N/A,N/A,N/A,1.00m,09th Jul 03,N/A,Role-Playing
3274,Return to Castle Wolfenstein,PC,Activision,N/A,N/A,N/A,1.00m,20th Nov 01,N/A,Shooter
3275,Blade Runner,PC,Virgin Interactive,N/A,N/A,N/A,1.00m,01st Nov 97,N/A,Adventure
3276,Halo Wars    Read the review,X360,Microsoft Game Studios,8.4,8.1,8.5,1.00m,03rd Mar 09,N/A,Strategy
3277,Killzone 2    Read the review,PS3,Sony Computer Entertainment,9.1,9.1,9.3,1.00m,27th Feb 09,N/A,Shooter
3278,The Witcher,PC,Atari,N/A,7.9,N/A,1.00m,30th Oct 07,N/A,Role-Playing
3279,1503 A.D.: The New World,PC,Electronic Arts,N/A,N/A,N/A,1.00m,23rd Mar 03,N/A,Simulation
3280,1701 A.D.,PC,Aspyr,N/A,7.7,N/A,1.00m,06th Nov 06,N/A,Simulation
3281,1942,NES,Capcom,N/A,N/A,N/A,N/A,01st Nov 86,N/A,Shooter
3282,Silent Hill 2,PS2,Konami,N/A,N/A,N/A,1.00m,24th Sep 01,N/A,Action
3283,Quake III Arena,PC,Activision,N/A,N/A,N/A,1.00m,02nd Dec 99,N/A,Shooter
3284,Hidden & Dangerous,PC,Take-Two Interactive,N/A,N/A,N/A,1.00m,29th Jul 99,N/A,Shooter
3285,Gex,3DO,BMG Interactive Entertainment,N/A,N/A,N/A,1.00m,16th Nov 94,N/A,Platform
3286,Age of Conan: Hyborian Adventures,PC,Eidos Interactive,N/A,7.9,N/A,1.00m,20th May 08,N/A,Role-Playing
3287,The Lord of the Rings: The Battle for Middle-Earth,PC,Electronic Arts,N/A,N/A,N/A,1.00m,06th Dec 04,N/A,Strategy
3288,Hidden & Dangerous 2,PC,Gathering of Developers,N/A,N/A,N/A,1.00m,21st Oct 03,N/A,Shooter
3289,Valkyria Chronicles    Read the review,PS3,Sega,9.4,8.4,9.8,1.00m,04th Nov 08,N/A,Role-Playing
3290,Vietcong,PC,Gathering of Developers,N/A,N/A,N/A,1.00m,26th Mar 03,N/A,Shooter
3291,MotorStorm: Pacific Rift    Read the review,PS3,Sony Computer Entertainment,8.7,8.0,8.7,1.00m,28th Oct 08,N/A,Racing
3292,Imperivm III: The Great Battles of Rome,PC,Unknown,N/A,N/A,N/A,1.00m,10th May 05,N/A,Strategy
3293,EyeToy Play 3,PS2,Sony Computer Entertainment,N/A,N/A,N/A,1.00m,04th Nov 05,N/A,Misc
3294,StarCraft II: Legacy of the Void    Read the review,PC,Blizzard Entertainment,N/A,N/A,N/A,1.00m,10th Nov 15,31st May 18,Strategy
3295,Demon's Souls    Read the review,PS3,Atlus,8.7,9.1,9.5,1.00m,06th Oct 09,N/A,Role-Playing
3296,Command & Conquer,PC,Virgin Interactive,N/A,N/A,N/A,1.00m,31st Aug 95,N/A,Strategy
3297,John Madden Football '93,GEN,Electronic Arts,N/A,N/A,N/A,1.00m,01st Jan 92,N/A,Sports
3298,Scribblenauts    Read the review,DS,Warner Bros. Interactive,8.8,8.2,N/A,1.00m,15th Sep 09,N/A,Puzzle
3299,Crusader Kings II,PC,Paradox Interactive,N/A,N/A,N/A,1.00m,07th Feb 12,N/A,Strategy
3300,Gears of War: Judgment,X360,Microsoft Studios,N/A,N/A,N/A,1.00m,19th Mar 13,28th Sep 18,Shooter
3301,inFAMOUS: Second Son,PS4,Sony Computer Entertainment,N/A,N/A,N/A,1.00m,21st Mar 14,02nd Nov 18,Action-Adventure
3302,Knack,PS4,Sony Computer Entertainment,N/A,8.4,N/A,1.00m,15th Nov 13,17th Sep 18,Platform
3303,Don't Starve,PC,Klei Entertainment,N/A,N/A,N/A,1.00m,23rd Apr 13,12th Jan 18,Adventure
3304,Trials Evolution    Read the review,XBL,Microsoft Studios,8.8,N/A,N/A,1.00m,18th Apr 12,08th Oct 18,Racing
3305,Europa Universalis IV,PC,Paradox Interactive,N/A,N/A,N/A,1.00m,06th Mar 14,01st Dec 18,Strategy
3306,Hyrule Warriors,WiiU,Nintendo,N/A,7.4,N/A,1.00m,26th Sep 14,04th Aug 20,Action
3307,Killing Floor 2,PC,Tripwire Interactive,N/A,N/A,N/A,1.00m,18th Nov 16,30th May 18,Shooter
3308,Rise of the Tomb Raider,XOne,Square Enix,N/A,N/A,N/A,1.00m,10th Nov 15,11th Apr 18,Adventure
3309,Final Fantasy Type-0 HD,PS4,Square Enix,N/A,N/A,N/A,1.00m,17th Mar 15,10th May 18,Role-Playing
3310,Soma,PC,Frictional Games,N/A,N/A,N/A,1.00m,01st Jan 16,N/A,Action
3311,Forza Motorsport 6,XOne,Microsoft Studios,N/A,N/A,N/A,1.00m,15th Sep 15,12th Jan 18,Racing
3312,Monster Strike 3DS,3DS,"mixi, Inc",N/A,N/A,N/A,1.00m,17th Dec 15,07th Jan 18,Action
3313,Rhythm Heaven Megamix,3DS,Nintendo,N/A,8.8,N/A,1.00m,15th Jun 16,31st May 18,Music
3314,Gears of War: Ultimate Edition    Read the review,XOne,Microsoft Studios,N/A,N/A,N/A,1.00m,25th Aug 15,10th Aug 18,Shooter
3315,Football Manager 2016,PC,Sega,N/A,N/A,N/A,1.00m,13th Nov 15,20th Apr 18,Simulation
3316,Pokken Tournament,WiiU,Nintendo,N/A,7.6,N/A,1.00m,18th Mar 16,24th Jan 18,Fighting
3317,Danganronpa: Trigger Happy Havoc,PC,Spike Chunsoft,N/A,N/A,N/A,1.00m,18th Feb 16,17th Dec 18,Adventure
