Pos,Game,Console,Publisher,VGChartz Score,Critic Score,User Score,Total Shipped,Release Date,Last Update,Genre 
9221,Grand Slam Tennis 2,PS3,EA Sports,N/A,N/A,N/A,N/A,14th Feb 12,N/A,NULL
9222,Killer is Dead,PS3,Xseed Games,N/A,N/A,N/A,N/A,27th Aug 13,20th Aug 18,NULL
9223,Are You Smarter than a 5th Grader? Game Time,DS,THQ,N/A,N/A,N/A,N/A,26th Oct 09,N/A,NULL
9224,METRO 2033,PC,THQ,N/A,7.5,N/A,N/A,16th Mar 10,N/A,NULL
9225,NASCAR 08,PS2,EA Sports,N/A,N/A,N/A,N/A,23rd Jul 07,N/A,NULL
9226,Star Ocean,SNES,Enix,N/A,N/A,N/A,0.24m,19th Jul 96,N/A,NULL
9227,Payday 2,XOne,505 Games,N/A,N/A,N/A,N/A,16th Jun 15,08th Jan 18,NULL
9228,DC Universe Online,PC,Sony Online Entertainment,N/A,7.0,N/A,N/A,11th Jan 11,15th Sep 18,NULL
9229,Hot Shots Tennis: Get a Grip    Read the review,PSP,Sony Computer Entertainment,8.1,8.0,N/A,N/A,29th Jun 10,N/A,NULL
9230,Naruto: Path of the Ninja 2,DS,D3 Publisher,N/A,N/A,N/A,N/A,15th Oct 08,N/A,NULL
9231,Karaoke Revolution Volume 2,PS2,Konami,N/A,N/A,N/A,N/A,13th Jul 04,N/A,NULL
9232,Wallace & Gromit in Project Zoo,PS2,BAM! Entertainment,N/A,N/A,N/A,N/A,07th Oct 03,N/A,NULL
9233,Harry Potter and the Goblet of Fire,DS,Electronic Arts,N/A,N/A,N/A,N/A,08th Nov 05,N/A,NULL
9234,Love Plus +,DS,Konami,N/A,N/A,N/A,N/A,24th Jun 10,N/A,Simulation
9235,Skylanders: SuperChargers Racing,Wii,Activision,N/A,N/A,N/A,N/A,20th Sep 15,06th Apr 18,Action-Adventure
9236,Mobile Suit Gundam: Climax U.C.,PS2,Bandai,N/A,N/A,N/A,N/A,02nd Mar 06,N/A,Action
9237,Street Fighter EX2 Plus,PS,Capcom,N/A,N/A,N/A,N/A,30th Dec 99,N/A,Fighting
9238,Viva Pinata: Party Animals,X360,Microsoft Game Studios,N/A,5.5,N/A,N/A,30th Oct 07,N/A,Misc
9239,Big Family Games,Wii,THQ,N/A,N/A,N/A,N/A,22nd May 09,N/A,Misc
9240,Zumba Fitness: World Party,Wii,Majesco Entertainment,N/A,N/A,N/A,N/A,05th Nov 13,01st Apr 18,Misc
9241,WWE 2K18,NS,2K Sports,N/A,N/A,N/A,N/A,05th Dec 17,N/A,Sports
9242,The Lord of the Rings: Aragorn's Quest,Wii,Warner Bros. Interactive,N/A,6.4,N/A,N/A,14th Sep 10,N/A,Action
9243,Sands of Destruction,DS,Sega,N/A,6.5,N/A,N/A,12th Jan 10,N/A,Role-Playing
9244,Jet X20,PS2,Sony Computer Entertainment,N/A,N/A,N/A,N/A,28th Oct 02,N/A,Racing
9245,Super Robot Taisen D,GBA,Banpresto,N/A,N/A,N/A,N/A,08th Aug 03,N/A,Strategy
9246,Cabela's Outdoor Adventures (2009),PS3,Activision,N/A,N/A,N/A,N/A,08th Sep 09,N/A,Sports
9247,NASCAR Thunder 2004,XB,EA Sports,N/A,N/A,N/A,N/A,16th Sep 03,N/A,Racing
9248,Buffy the Vampire Slayer,XB,Electronic Arts,N/A,N/A,N/A,N/A,18th Aug 02,N/A,Action
9249,Wipeout 2,3DS,Activision,N/A,N/A,N/A,N/A,11th Oct 11,N/A,Misc
9250,Harry Potter and the Goblet of Fire,XB,Electronic Arts,N/A,6.7,N/A,N/A,08th Nov 05,N/A,Adventure
9251,The Club,PS3,Sega,N/A,N/A,N/A,N/A,19th Feb 08,N/A,Shooter
9252,Angry Birds,PC,Unknown,N/A,N/A,N/A,N/A,04th Jan 11,N/A,Puzzle
9253,Madden NFL 12,PSP,EA Sports,N/A,N/A,N/A,N/A,30th Aug 11,N/A,Sports
9254,Lichdom: Battlemage,PC,Unknown,N/A,N/A,N/A,0.23m,26th Aug 14,N/A,Role-Playing
9255,Pro Yakyuu Team o Tsukurou!,DC,Sega,N/A,N/A,N/A,N/A,05th Aug 99,N/A,Sports
9256,Mortifero Motus,PC,Unknown,N/A,N/A,N/A,0.23m,N/A,20th Feb 19,Racing
9257,Hotel for Dogs,DS,505 Games,N/A,N/A,N/A,N/A,06th Jan 09,N/A,Simulation
9258,Dynasty Warriors Gundam Reborn,PS3,Namco Bandai Games,N/A,N/A,N/A,N/A,01st Jul 14,29th Oct 18,Action
9259,Ashes Cricket 2009,Wii,Codemasters,N/A,N/A,N/A,N/A,07th Aug 09,N/A,Sports
9260,Spec Ops: The Line,PC,2K Games,N/A,N/A,N/A,N/A,26th Jun 12,N/A,Shooter
9261,Megamind: Mega Team Unite,Wii,THQ,N/A,N/A,N/A,N/A,02nd Nov 10,N/A,Adventure
9262,Rock Band Track Pack Volume 1,Wii,MTV Games,N/A,N/A,N/A,N/A,15th Jul 08,N/A,Misc
9263,Carnival Island,PS3,Sony Computer Entertainment,N/A,N/A,N/A,N/A,15th Nov 11,N/A,Misc
9264,Cross Edge     Read the review,PS3,NIS America,3.8,5.4,N/A,N/A,26th May 09,N/A,Role-Playing
9265,Puss in Boots,X360,THQ,N/A,N/A,N/A,N/A,25th Oct 11,N/A,Misc
9266,A grande bagunca espacial - The big space mess,PC,Unknown,N/A,N/A,N/A,0.23m,N/A,20th Feb 19,Action
9267,Rock Band Country Track Pack,X360,MTV Games,N/A,N/A,N/A,N/A,21st Jul 09,N/A,Misc
9268,SteamWorld Heist,PC,Unknown,N/A,N/A,N/A,0.23m,N/A,20th Feb 19,Strategy
9269,World Series Baseball,XB,Sega,N/A,N/A,N/A,N/A,19th May 02,N/A,Sports
9270,Attack on Titan 2,NS,Koei Tecmo,N/A,7.0,N/A,N/A,20th Mar 18,30th Mar 18,Action
9271,Tony Hawk's Pro Skater 5,PS4,Activision,N/A,N/A,N/A,N/A,29th Sep 15,15th Apr 18,Sports
9272,Test Drive: Eve of Destruction,PS2,Atari,N/A,N/A,N/A,N/A,25th Aug 04,N/A,Racing
9273,Starsky & Hutch,XB,Gotham Games,N/A,6.0,N/A,N/A,09th Sep 03,N/A,Racing
9274,Jeremy McGrath Supercross World,PS2,Acclaim Entertainment,N/A,N/A,N/A,N/A,15th Nov 01,N/A,Racing
9275,Rock Band Track Pack Volume 2,Wii,MTV Games,N/A,N/A,N/A,N/A,17th Nov 08,N/A,Misc
9276,Jewels of the Tropical Lost Island,DS,City Interactive,N/A,N/A,N/A,N/A,05th Oct 10,N/A,Puzzle
9277,Meteos,DS,Nintendo,N/A,8.8,N/A,N/A,28th Jun 05,N/A,Puzzle
9278,The Scorpion King: Rise of the Akkadian,PS2,Universal Interactive,N/A,N/A,N/A,N/A,10th Sep 02,N/A,Action
9279,KickHim,PC,Unknown,N/A,N/A,N/A,0.23m,N/A,20th Feb 19,Action
9280,Let's Make a Soccer Team!,PS2,Sega,N/A,N/A,N/A,N/A,25th Aug 06,N/A,Sports
9281,WWE All Stars,3DS,THQ,N/A,7.0,N/A,N/A,22nd Nov 11,N/A,Action
9282,Monster Hunter G,PS2,Capcom,N/A,N/A,N/A,N/A,20th Jan 05,N/A,Role-Playing
9283,All-Star Baseball 2001,N64,Acclaim Entertainment,N/A,9.2,N/A,N/A,29th Feb 00,N/A,Sports
9284,Star Wars Jedi Knight II: Jedi Outcast,GC,LucasArts,N/A,7.1,N/A,N/A,20th Nov 02,N/A,Shooter
9285,Tom Clancy's Splinter Cell,GC,Ubisoft,N/A,N/A,N/A,N/A,10th Apr 03,N/A,Action
9286,Angry Birds: Star Wars,PS4,Activision,N/A,N/A,N/A,N/A,15th Nov 13,16th Mar 18,Puzzle
9287,Lightning Returns: Final Fantasy XIII,PC,Square Enix,N/A,N/A,N/A,0.23m,10th Dec 15,N/A,Role-Playing
9288,Elex,PS4,THQ Nordic,N/A,N/A,N/A,N/A,17th Oct 17,30th Jun 18,Role-Playing
9289,ZRoll,PC,Unknown,N/A,N/A,N/A,0.23m,N/A,20th Feb 19,Platform
9290,ESPN NHL Hockey,PS2,Sega,N/A,N/A,N/A,N/A,09th Sep 03,N/A,Sports
9291,Harvest Moon GB,GB,Natsume,N/A,N/A,N/A,N/A,01st Aug 98,N/A,Simulation
9292,DiRT Showdown    Read the review,X360,Codemasters,7.2,N/A,N/A,N/A,12th Jun 12,29th Oct 18,Racing
9293,Sherlock Holmes and the Mystery of Osborne House,DS,THQ,N/A,N/A,N/A,N/A,04th Jan 11,N/A,Adventure
9294,The Incredible Hulk: Ultimate Destruction,XB,VU Games,N/A,N/A,N/A,N/A,23rd Aug 05,N/A,Action
9295,NCAA GameBreaker 2003,PS2,Sony Computer Entertainment,N/A,N/A,N/A,N/A,14th Aug 02,N/A,Sports
9296,Gundam Battle Assault,PS,Bandai,N/A,N/A,N/A,N/A,06th Nov 00,N/A,Fighting
9297,Virtua Fighter Kids,SAT,Sega,N/A,6.6,N/A,N/A,31st Jul 96,N/A,Fighting
9298,Tony Hawk's Downhill Jam,Wii,Activision,N/A,N/A,N/A,N/A,14th Nov 06,N/A,Sports
9299,Madagascar: Escape 2 Africa,PS3,Activision,N/A,N/A,N/A,N/A,04th Nov 08,N/A,Action
9300,Lunar: Silver Star Story,SAT,Kadokawa Shoten,N/A,N/A,N/A,N/A,25th Oct 96,N/A,Role-Playing
9301,Rocket Power: Beach Bandits,GC,THQ,N/A,N/A,N/A,N/A,24th Sep 02,N/A,Platform
9302,Shaun White Snowboarding,DS,Ubisoft,N/A,6.2,N/A,N/A,16th Nov 08,N/A,Sports
9303,RIGS: Mechanized Combat League,PS4,Sony Interactive Entertainment,N/A,N/A,N/A,N/A,13th Oct 16,27th Nov 18,Action
9304,Looney Tunes: Acme Arsenal,Wii,Warner Bros. Interactive,N/A,N/A,N/A,N/A,09th Oct 07,N/A,Action
9305,Evoland 2,PC,Shiro Games,N/A,N/A,N/A,0.23m,25th Aug 15,10th Aug 18,Role-Playing
9306,M&M's Kart Racing,Wii,DSI Games,N/A,N/A,N/A,N/A,25th Oct 07,N/A,Racing
9307,Tom Clancy's Rainbow Six: Rogue Spear,PS,Red Storm Entertainment,N/A,N/A,N/A,N/A,28th Mar 01,N/A,Shooter
9308,NHL FaceOff 2001,PS,Sony Computer Entertainment,N/A,7.2,N/A,N/A,05th Sep 00,N/A,Sports
9309,Me & My Katamari    Read the review,PSP,Namco,7.8,7.2,N/A,N/A,21st Mar 06,N/A,Puzzle
9310,Yu-Gi-Oh! GX: Duel Academy,GBA,Konami,N/A,N/A,N/A,N/A,10th Jan 06,N/A,Misc
9311,Tribes: Aerial Assault,PS2,Sierra Entertainment,N/A,N/A,N/A,N/A,23rd Sep 02,N/A,Shooter
9312,Ultimate Band,DS,Disney Interactive Studios,N/A,N/A,N/A,N/A,18th Nov 08,N/A,Misc
9313,Colony Wars: Vengeance,PS,Psygnosis,N/A,8.6,N/A,N/A,04th Nov 98,N/A,Simulation
9314,Dreaming Sarah,PC,Unknown,N/A,N/A,N/A,0.23m,N/A,20th Feb 19,Platform
9315,Train Fever,PC,Good Shepherd Entertainment,N/A,N/A,N/A,0.23m,04th Sep 14,11th Aug 18,Simulation
9316,Madden NFL 06,GBA,EA Sports,N/A,N/A,N/A,N/A,08th Aug 05,N/A,Sports
9317,Family Fest presents: Movie Games,Wii,Ubisoft,N/A,N/A,N/A,N/A,04th Nov 08,N/A,Action
9318,The King of Fighters '95 (CD),NG,SNK,N/A,N/A,N/A,N/A,01st Jan 95,N/A,Fighting
9319,NASCAR 08,PS3,EA Sports,N/A,N/A,N/A,N/A,23rd Jul 07,N/A,Racing
9320,Perfect Weapon,PS,ASC Games,N/A,N/A,N/A,N/A,01st Nov 96,N/A,Action
9321,Harvest Moon: The Land of Origin,3DS,Marvelous,N/A,N/A,N/A,N/A,23rd Feb 12,29th Oct 18,Simulation
9322,Corpse Party: Blood Drive,PSV,Xseed Games,N/A,N/A,N/A,N/A,13th Oct 15,29th Oct 18,Adventure
9323,NBA 2K6,X360,2K Sports,N/A,8.0,N/A,N/A,16th Nov 05,N/A,Action
9324,Hello Kitty Seasons,Wii,Zoo Games,N/A,N/A,N/A,N/A,16th Nov 10,N/A,Adventure
9325,Major League Baseball 2K10,PS2,2K Sports,N/A,N/A,N/A,N/A,02nd Mar 10,N/A,Sports
9326,TrackMania: Build to Race,Wii,City Interactive,N/A,7.0,N/A,N/A,15th Mar 11,N/A,Racing
9327,Mafia,XB,Gathering of Developers,N/A,N/A,N/A,N/A,13th Mar 04,N/A,Action
9328,SSX on Tour,PSP,EA Sports BIG,N/A,8.2,N/A,N/A,11th Oct 05,N/A,Sports
9329,What's Cooking? Jamie Oliver,DS,Atari,N/A,N/A,N/A,N/A,21st Oct 08,N/A,Simulation
9330,Madden NFL 13,WiiU,EA Sports,N/A,7.2,N/A,N/A,18th Nov 12,04th Jan 18,Sports
9331,Hannah Montana: The Movie,PS3,Disney Interactive Studios,N/A,N/A,N/A,N/A,07th Apr 09,N/A,Adventure
9332,Airblade,PS2,Namco,N/A,N/A,N/A,N/A,28th Jan 02,N/A,Sports
9333,Mega Man & Bass,GBA,Capcom,N/A,N/A,N/A,N/A,10th Mar 03,N/A,Platform
9334,Dynasty Warriors: Strikeforce,X360,Tecmo Koei,N/A,7.3,N/A,N/A,16th Feb 10,N/A,Action
9335,Canyon Capers,PC,Unknown,N/A,N/A,N/A,0.23m,25th Apr 14,N/A,Misc
9336,Fullmetal Alchemist 2: Curse of the Crimson Elixir,PS2,Square Enix,N/A,N/A,N/A,0.23m,12th Jul 05,N/A,Role-Playing
9337,Valkyrie Profile: Covenant of the Plume,DS,Square Enix,N/A,7.5,N/A,0.23m,16th Mar 09,N/A,Role-Playing
9338,Hatsune Miku -Project DIVA- f,PSV,Sega,N/A,N/A,N/A,0.23m,04th Mar 14,11th Jan 19,Music
9339,Anno 2205,PC,Ubisoft,N/A,N/A,N/A,N/A,03rd Nov 15,30th May 18,Strategy
9340,Transformer: Rise of the Dark Spark,PS4,Activision,N/A,N/A,N/A,N/A,24th Jun 14,27th Dec 18,Shooter
9341,AKB1/149: Love Election,PSP,Namco Bandai Games,N/A,N/A,N/A,N/A,20th Dec 12,29th Oct 18,Simulation
9342,Mortal Kombat: Armageddon,Wii,Midway Games,N/A,6.8,N/A,N/A,29th May 07,N/A,Fighting
9343,Tower Unite,PC,Unknown,N/A,N/A,N/A,0.23m,N/A,20th Feb 19,MMO
9344,Tetris 2 (weekly jp sales),GB,Nintendo,N/A,N/A,N/A,N/A,01st Jan 93,N/A,Puzzle
9345,Neopets Puzzle Adventure,Wii,Capcom,N/A,N/A,N/A,N/A,18th Dec 08,N/A,Puzzle
9346,Pro Yakyuu Team o Tsukurou! 2,PS2,Sega,N/A,N/A,N/A,N/A,13th Feb 03,N/A,Sports
9347,Pinball Hall of Fame: The Gottlieb Collection,PSP,Crave Entertainment,N/A,7.2,N/A,N/A,06th Dec 05,N/A,Misc
9348,Musou Orochi Z,PS3,KOEI,N/A,N/A,N/A,N/A,12th Mar 09,N/A,Action
9349,World Series of Poker 2008: Battle for the Bracelets,PS2,Activision,N/A,N/A,N/A,N/A,25th Sep 07,N/A,Action
9350,Bass Pro Shops: The Hunt,Wii,XS Games,N/A,N/A,N/A,N/A,01st Jun 10,N/A,Sports
9351,Metal Slug X,PC,Unknown,N/A,N/A,N/A,0.23m,N/A,20th Feb 19,Action
9352,Genji: Dawn of the Samurai,PS2,Sony Computer Entertainment,N/A,N/A,N/A,N/A,20th Sep 05,N/A,Action
9353,The Idolm@ster SP: Wandering Star / Perfect Sun / Missing Moon,PSP,Namco Bandai,N/A,N/A,N/A,N/A,19th Feb 09,N/A,Adventure
9354,Critical Depth,PS,GT Interactive,N/A,N/A,N/A,N/A,31st Oct 97,N/A,Action
9355,Barbie as The Island Princess,GBA,Activision,N/A,5.5,N/A,N/A,30th Oct 07,N/A,Adventure
9356,Cars 2,3DS,Disney Interactive Studios,N/A,N/A,N/A,N/A,01st Nov 11,N/A,Racing
9357,Deca Sports 3,Wii,Hudson Soft,N/A,N/A,N/A,N/A,26th Oct 10,N/A,Sports
9358,Rune Factory: Tides of Destiny,PS3,Natsume,N/A,6.5,N/A,N/A,11th Oct 11,N/A,Simulation
9359,Saka-Tsuku DS: Touch and Direct,DS,Sega,N/A,N/A,N/A,N/A,20th Nov 08,N/A,Sports
9360,Soul Sacrifice Delta,PSV,Sony Computer Entertainment,N/A,N/A,N/A,N/A,13th May 14,16th Sep 18,Role-Playing
9361,The Italian Job,PS2,Eidos Interactive,N/A,N/A,N/A,N/A,25th Jun 03,N/A,Racing
9362,Mega Man Battle Network 5: Team Colonel / Protoman,GBA,Capcom,N/A,N/A,N/A,N/A,09th Dec 04,N/A,Role-Playing
9363,Pitfall: The Big Adventure,Wii,Activision,N/A,N/A,N/A,N/A,23rd Sep 08,N/A,Adventure
9364,Barbie and the Three Musketeers,Wii,Activision,N/A,N/A,N/A,N/A,03rd Nov 09,N/A,Adventure
9365,Lunar Knights,DS,Konami,N/A,8.2,N/A,N/A,06th Feb 07,N/A,Role-Playing
9366,Ys Seven,PSP,Xseed Games,N/A,7.6,N/A,N/A,17th Aug 10,N/A,Role-Playing
9367,Freedom Fighters,XB,Electronic Arts,N/A,N/A,N/A,N/A,01st Oct 03,N/A,Shooter
9368,Soldier of Fortune II: Double Helix,XB,Activision,N/A,N/A,N/A,N/A,18th Jun 03,N/A,Shooter
9369,Disney Princess: Enchanted Journey,PS2,Disney Interactive Studios,N/A,N/A,N/A,N/A,16th Oct 07,N/A,Adventure
9370,Hot Wheels: Beat That!,DS,Activision,N/A,N/A,N/A,N/A,06th Nov 07,N/A,Racing
9371,Zombie Driver HD,PC,Unknown,N/A,N/A,N/A,0.23m,N/A,20th Feb 19,Racing
9372,Sniper: Ghost Warrior 3,PC,City Interactive,N/A,N/A,N/A,0.23m,25th Apr 17,29th May 18,Shooter
9373,Naruto: Ninja Council 2 - European Edition,DS,Tomy Corporation,N/A,N/A,N/A,N/A,03rd Oct 08,N/A,Fighting
9374,Sparkle 2 Evo,PC,Unknown,N/A,N/A,N/A,0.23m,N/A,20th Feb 19,Action
9375,Final Fantasy XI: Treasures of Aht Urhgan,PS2,Square Enix,N/A,N/A,N/A,N/A,18th Apr 06,N/A,Role-Playing
9376,Alundra,PS,Working Designs,N/A,8.8,N/A,N/A,31st Dec 97,N/A,Role-Playing
9377,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PS3,Konami,N/A,N/A,N/A,N/A,20th May 10,N/A,Sports
9378,Big Pharma,PC,Unknown,N/A,N/A,N/A,0.23m,N/A,20th Feb 19,Simulation
9379,Bratz: Girlz Really Rock,PS2,THQ,N/A,N/A,N/A,N/A,13th Oct 08,N/A,Action
9380,Super R-Type,SNES,Irem Software Engineering,N/A,N/A,N/A,N/A,01st Sep 91,N/A,Shooter
9381,Rampage 2: Universal Tour,PS,Midway Games,N/A,N/A,N/A,N/A,31st Mar 99,N/A,Action
9382,Super Robot Taisen F Kanketsuhen,PS,Banpresto,N/A,N/A,N/A,N/A,15th Apr 99,N/A,Strategy
9383,BlowOut,PS2,Majesco,N/A,N/A,N/A,N/A,10th Nov 03,N/A,Shooter
9384,NFL Blitz Pro,PS2,Midway Games,N/A,N/A,N/A,N/A,28th Oct 03,N/A,Sports
9385,Tiger Woods PGA Tour 2003,GC,EA Sports,N/A,N/A,N/A,N/A,27th Oct 02,N/A,Sports
9386,The Evil Within 2,PC,Bethesda Softworks,N/A,N/A,N/A,0.23m,13th Oct 17,10th May 18,Action
9387,Shadows 2: Perfidia,PC,Unknown,N/A,N/A,N/A,0.23m,N/A,20th Feb 19,Action-Adventure
9388,New Carnival Games,DS,2K Games,N/A,N/A,N/A,N/A,21st Sep 10,N/A,Misc
9389,I Love Horses,DS,Bold Games,N/A,N/A,N/A,N/A,27th Apr 09,N/A,Simulation
9390,Contraption Maker,PC,Unknown,N/A,N/A,N/A,0.23m,07th Jul 14,N/A,Puzzle
9391,The Raiden Project,PS,Sony Computer Entertainment,N/A,N/A,N/A,N/A,26th Jan 95,N/A,Shooter
9392,Saint Seiya: Sanctuary Battle,PS3,Namco Bandai Games,N/A,N/A,N/A,N/A,16th May 12,N/A,Action
9393,Booster Trooper,PC,Unknown,N/A,N/A,N/A,0.23m,N/A,21st Feb 19,Shooter
9394,Pocket Fighter,PS,Capcom,N/A,N/A,N/A,N/A,01st Jan 98,N/A,Fighting
9395,Gods Will Be Watching,PC,Unknown,N/A,N/A,N/A,0.23m,N/A,21st Feb 19,Adventure
9396,Bicycle Casino 2005,XB,Activision,N/A,N/A,N/A,N/A,26th Oct 04,N/A,Misc
9397,Brain In My Head,PC,Unknown,N/A,N/A,N/A,0.23m,N/A,21st Feb 19,Shooter
9398,Yu-Gi-Oh! GX: Tag Force 3,PSP,Konami,N/A,N/A,N/A,N/A,28th Nov 08,N/A,Strategy
9399,Hooked! Real Motion Fishing,Wii,Aksys Games,N/A,N/A,N/A,N/A,30th Oct 07,N/A,Sports
9400,Blockland,PC,Unknown,N/A,N/A,N/A,0.23m,N/A,21st Feb 19,Sandbox
9401,NCAA Football 09,PSP,EA Sports,N/A,6.5,N/A,N/A,15th Jul 08,N/A,Sports
9402,.hack//G.U. Vol.2//Reminisce,PS2,Namco Bandai,N/A,6.2,N/A,N/A,08th May 07,N/A,Role-Playing
9403,"Please, Don't Touch Anything",PC,Plug In Digital,N/A,N/A,N/A,0.23m,26th Mar 15,N/A,Puzzle
9404,AC/DC LIVE: Rock Band Track Pack,X360,MTV Games,N/A,6.7,N/A,N/A,16th Nov 08,N/A,Misc
9405,Tony Hawk's Proving Ground,DS,Activision,N/A,N/A,N/A,N/A,15th Oct 07,N/A,Sports
9406,NCAA GameBreaker 2004,PS2,Sony Computer Entertainment,N/A,N/A,N/A,N/A,27th Aug 03,N/A,Sports
9407,Need for Speed: Undercover,DS,Electronic Arts,N/A,N/A,N/A,N/A,17th Nov 08,N/A,Racing
9408,Valhalla Knights 2,PSP,Xseed Games,N/A,5.0,N/A,N/A,01st Oct 08,N/A,Role-Playing
9409,Dead Island Definitive Collection,PS4,Deep Silver,N/A,N/A,N/A,N/A,31st May 16,N/A,Action
9410,The Polar Express,PS2,THQ,N/A,N/A,N/A,N/A,02nd Nov 04,N/A,Adventure
9411,LEGO The Hobbit,WiiU,Warner Bros. Interactive Entertainment,N/A,N/A,N/A,N/A,08th Apr 14,15th Mar 18,Action-Adventure
9412,Spider-Man: Edge of Time,PS3,Activision,N/A,N/A,N/A,N/A,04th Oct 11,N/A,Action
9413,Scribblenauts Unmasked: A DC Comics Adventure,PC,Warner Bros. Interactive Entertainment,N/A,N/A,N/A,0.23m,24th Sep 13,03rd Apr 18,Puzzle
9414,Buzz! Junior: RoboJam,PS2,Sony Computer Entertainment,N/A,N/A,N/A,N/A,11th Mar 08,N/A,Misc
9415,Moon Colonization Project,PC,Unknown,N/A,N/A,N/A,0.23m,N/A,21st Feb 19,Adventure
9416,3rd Super Robot Wars Z Jigoku Hen,PS3,Namco Bandai Games,N/A,N/A,N/A,N/A,10th Apr 14,N/A,Misc
9417,Tetris Attack,GB,Nintendo,N/A,N/A,N/A,N/A,01st Aug 96,N/A,Puzzle
9418,F1 2014,X360,Codemasters,N/A,N/A,N/A,N/A,21st Oct 14,N/A,Racing
9419,No Man's Sky,XOne,505 Games,N/A,N/A,N/A,N/A,24th Jul 18,04th Apr 18,Action-Adventure
9420,NBA ShootOut 2003,PS2,Sony Computer Entertainment,N/A,N/A,N/A,N/A,25th Sep 02,N/A,Sports
9421,Shinobi,3DS,Sega,N/A,7.0,N/A,N/A,15th Nov 11,N/A,Platform
9422,The Crew,X360,Ubisoft,N/A,N/A,N/A,N/A,02nd Dec 14,04th Jan 18,Racing
9423,Steel Invaders,PC,Unknown,N/A,N/A,N/A,0.23m,N/A,21st Feb 19,Shooter
9424,Shin Nippon Pro Wrestling: Toukon Retsuden 3,PS,Tomy Corporation,N/A,N/A,N/A,N/A,26th Mar 98,N/A,Fighting
9425,Metal Gear Survive,PS4,Konami Digital Entertainment,N/A,N/A,N/A,N/A,20th Feb 18,25th Feb 18,Action
9426,Justice League Heroes,PSP,Warner Bros. Interactive,N/A,N/A,N/A,N/A,22nd Nov 06,N/A,Role-Playing
9427,Silent Hill: Book of Memories,PSV,Konami Digital Entertainment,N/A,N/A,N/A,N/A,16th Oct 12,29th Oct 18,Action
9428,Digimon World DS (JP sales),DS,Namco Bandai,N/A,N/A,N/A,N/A,07th Nov 06,N/A,Role-Playing
9429,Gas Guzzlers Extreme,PC,Iceberg Interactive,N/A,N/A,N/A,0.23m,08th Oct 13,N/A,Misc
9430,Jersey Devil,PS,Sony Computer Entertainment,N/A,N/A,N/A,N/A,31st May 98,N/A,Platform
9431,NHL FaceOff 2003,PS2,Sony Computer Entertainment,N/A,N/A,N/A,N/A,05th Nov 02,N/A,Sports
9432,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,X360,Sega,N/A,5.0,N/A,N/A,12th Jan 10,N/A,Sports
9433,Risen 2: Dark Waters,PS3,Deep Silver,N/A,5.5,N/A,N/A,31st Jul 12,03rd Jan 18,Role-Playing
9434,Rogue Ops,PS2,Kemco,N/A,N/A,N/A,N/A,29th Oct 03,N/A,Action
9435,Hatsune Miku: Project Mirai 2,3DS,Sega,N/A,N/A,N/A,N/A,26th May 15,29th Oct 18,Music
9436,DiRT 4,XOne,Deep Silver,N/A,N/A,N/A,N/A,06th Jun 17,23rd Nov 18,Racing
9437,Naruto Shippuden: Ultimate Ninja Storm Revolution,X360,Namco Bandai Games,N/A,N/A,N/A,N/A,01st Oct 14,01st Aug 18,Fighting
9438,Skylanders Imaginators,NS,Activision,N/A,6.9,N/A,N/A,03rd Mar 17,26th Mar 18,Platform
9439,Family Party: 30 Great Games Winter Fun,Wii,D3 Publisher,N/A,N/A,N/A,N/A,08th Feb 10,N/A,Sports
9440,SingStar Celebration,PS4,Sony Interactive Entertainment,N/A,N/A,N/A,N/A,24th Oct 17,07th Apr 18,Music
9441,Shin Megami Tensei: Persona 3 Portable,PSP,Atlus,N/A,8.9,N/A,0.23m,06th Jul 10,N/A,Role-Playing
9442,Legion: The Legend of Excalibur,PS2,Midway Games,N/A,N/A,N/A,N/A,18th Jun 02,N/A,Action
9443,Total War Saga: Thrones of Britannia,PC,Sega,N/A,N/A,N/A,0.22m,03rd May 18,15th May 18,Strategy
9444,Kung Fu Panda 2,DS,THQ,N/A,N/A,N/A,N/A,24th May 11,N/A,Action
9445,Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack,PS3,Namco Bandai,N/A,N/A,N/A,N/A,20th Oct 11,N/A,Action
9446,Pro Evolution Soccer 2011,Wii,Konami,N/A,N/A,N/A,N/A,02nd Nov 10,N/A,Sports
9447,TNA iMPACT!,PS2,Midway Games,N/A,6.1,N/A,N/A,09th Sep 08,N/A,Fighting
9448,Last Window: The Secret of Cape West,DS,Nintendo,N/A,7.3,N/A,N/A,17th Sep 10,N/A,Adventure
9449,Ultimate Duck Hunting: Hunting & Retrieving Ducks,Wii,Detn8 Games,N/A,N/A,N/A,N/A,03rd Dec 07,N/A,Sports
9450,It's Spring Again,PC,Unknown,N/A,N/A,N/A,0.22m,N/A,21st Feb 19,Education
9451,NBA Street: Showdown,PSP,Electronic Arts,N/A,7.5,N/A,N/A,27th Apr 05,N/A,Sports
9452,Def Jam: Fight for NY,GC,Electronic Arts,N/A,N/A,N/A,N/A,20th Sep 04,N/A,Action
9453,Sword Art Online: Infinity Moment,PSP,Namco Bandai Games,N/A,N/A,N/A,N/A,14th Mar 13,29th Oct 18,Role-Playing
