Pos,Game,Console,Publisher,VGChartz Score,Critic Score,User Score,Total Shipped,Release Date,Last Update,Genre 
5291,Rory McIlroy PGA Tour,PS4,Electronic Arts,N/A,N/A,N/A,N/A,14th Jul 15,24th May 18,Sports
5292,Donkey Kong Jungle Climber,DS,Nintendo,N/A,7.8,N/A,N/A,10th Sep 07,N/A,Platform
5293,Tak and the Power of Juju,GBA,THQ,N/A,N/A,N/A,N/A,15th Oct 03,N/A,Platform
5294,Lips: Number One Hits,X360,Microsoft Game Studios,N/A,N/A,N/A,N/A,20th Oct 09,10th Oct 18,Music
5295,Killer is Dead,PC,Unknown,N/A,N/A,N/A,0.55m,N/A,09th Feb 19,Action
5296,Mortal Kombat 3,PS,Sony Computer Entertainment,N/A,N/A,N/A,N/A,07th Oct 95,N/A,Fighting
5297,Petz Catz Clan,DS,Ubisoft,N/A,5.0,N/A,N/A,18th Nov 08,N/A,Simulation
5298,Turok: Evolution,XB,Acclaim Entertainment,N/A,N/A,N/A,N/A,31st Aug 02,N/A,Shooter
5299,Jak X: Combat Racing,PS2,Sony Computer Entertainment,N/A,N/A,N/A,N/A,18th Oct 05,N/A,Racing
5300,Blackwake,PC,Unknown,N/A,N/A,N/A,0.55m,N/A,09th Feb 19,Action
5301,Project CARS 2,PS4,Namco Bandai Games,N/A,N/A,N/A,N/A,22nd Sep 17,N/A,Racing
5302,Viva Pinata: Pocket Paradise,DS,THQ,N/A,8.1,N/A,N/A,08th Sep 08,N/A,Simulation
5303,American Idol,PS2,Codemasters,N/A,N/A,N/A,N/A,11th Nov 03,N/A,Misc
5304,Top Gun: Fire at Will!,PS,Spectrum Holobyte,N/A,N/A,N/A,N/A,01st Jun 96,N/A,Misc
5305,Barbie Horse Adventures: Riding Camp,DS,Activision,N/A,N/A,N/A,N/A,21st Oct 08,N/A,Sports
5306,Disney Infinity 3.0,WiiU,Disney Interactive Studios,N/A,N/A,N/A,N/A,30th Aug 15,20th Mar 18,Action
5307,Red Dead Revolver,XB,Rockstar Games,N/A,N/A,N/A,N/A,03rd May 04,N/A,Shooter
5308,CrossworDS,DS,Nintendo,N/A,N/A,N/A,N/A,05th May 08,N/A,Puzzle
5309,ModNation Racers,PSP,Sony Computer Entertainment,N/A,7.7,N/A,N/A,25th May 10,03rd Feb 18,Racing
5310,Dynasty Warriors: Gundam 3,PS3,Tecmo Koei,N/A,6.5,N/A,N/A,28th Jun 11,N/A,Action
5311,Iron Man,PS2,Sega,N/A,N/A,N/A,N/A,02nd May 08,N/A,Action
5312,SingStar Summer Party,PS2,Sony Computer Entertainment,N/A,N/A,N/A,N/A,25th Apr 08,N/A,Misc
5313,NHL 14,X360,EA Sports,N/A,N/A,N/A,N/A,10th Sep 13,23rd Sep 18,Sports
5314,The SpongeBob SquarePants Movie,XB,THQ,N/A,6.8,N/A,N/A,27th Oct 04,N/A,Platform
5315,FIFA 07 Soccer,XB,EA Sports,N/A,8.1,N/A,N/A,03rd Oct 06,N/A,Sports
5316,Gekikuukan Pro Yakyuu: At the End of the Century 1999,PS2,Square,N/A,N/A,N/A,N/A,07th Sep 00,N/A,Sports
5317,Are You Smarter than a 5th Grader? Make the Grade,Wii,THQ,N/A,N/A,N/A,N/A,20th Oct 08,N/A,Misc
5318,Tiger Woods PGA Tour 08,X360,Electronic Arts,N/A,N/A,N/A,N/A,28th Aug 07,N/A,Sports
5319,Medarot 2: Kabuto / Kuwagata Version,GB,Imagineer,N/A,N/A,N/A,N/A,23rd Jul 99,N/A,Role-Playing
5320,Bulletstorm,PS3,Electronic Arts,N/A,8.4,N/A,N/A,22nd Feb 11,N/A,Shooter
5321,Dance Dance Revolution Ultramix,XB,Konami,N/A,N/A,N/A,N/A,20th Nov 03,N/A,Simulation
5322,F.E.A.R.,PS3,Vivendi Games,N/A,N/A,N/A,N/A,24th Apr 07,N/A,Shooter
5323,Crash Tag Team Racing,PS2,VU Games,N/A,N/A,N/A,N/A,19th Oct 05,N/A,Racing
5324,Enslaved: Odyssey to the West,X360,Namco Bandai,N/A,8.0,N/A,N/A,05th Oct 10,N/A,Action
5325,The Fairly Odd Parents: Breakin' Da Rules,GBA,THQ,N/A,N/A,N/A,N/A,03rd Nov 03,N/A,Platform
5326,Tiger Woods PGA Tour 11,Wii,EA Sports,N/A,8.3,N/A,N/A,08th Jun 10,N/A,Sports
5327,NBA Live 10,PS3,EA Sports,N/A,7.9,N/A,N/A,06th Oct 09,N/A,Sports
5328,Mega Man Battle Network 2,GBA,Capcom,N/A,N/A,N/A,N/A,17th Jun 02,N/A,Role-Playing
5329,Hotel Dusk: Room 215,DS,Nintendo,N/A,8.0,6.9,N/A,22nd Jan 07,N/A,Adventure
5330,Punch Club,PC,Unknown,N/A,N/A,N/A,0.54m,N/A,09th Feb 19,Fighting
5331,Just Dance 2015,XOne,Ubisoft,N/A,8.1,N/A,N/A,21st Oct 14,03rd Apr 18,Music
5332,Assassin's Creed II,PC,Ubisoft,N/A,8.5,N/A,N/A,09th Mar 10,N/A,Action
5333,FIFA 18,PS3,EA Sports,N/A,N/A,N/A,N/A,29th Sep 17,02nd Apr 18,Sports
5334,SRS: Street Racing Syndicate,PS2,Namco,N/A,N/A,N/A,N/A,31st Aug 04,N/A,Racing
5335,System 3 presents Ferrari Challenge Trofeo Pirelli,Wii,Activision,N/A,N/A,N/A,N/A,26th Aug 08,N/A,Racing
5336,Phineas and Ferb: Across the 2nd Dimension,DS,Disney Interactive Studios,N/A,N/A,N/A,N/A,02nd Aug 11,N/A,Action
5337,Let's Draw!,DS,Majesco,N/A,N/A,N/A,N/A,16th Mar 10,N/A,Misc
5338,Dragon Ball Z: Ultimate Tenkaichi,X360,Namco Bandai,N/A,6.0,N/A,N/A,25th Oct 11,N/A,Fighting
5339,Def Jam: Fight for NY,XB,Electronic Arts,N/A,N/A,N/A,N/A,20th Sep 04,N/A,Fighting
5340,Action Force,2600,CPG Products,N/A,N/A,N/A,N/A,01st Jan 83,N/A,Action
5341,Valkyria Chronicles II,PSP,Sega,N/A,8.1,N/A,N/A,31st Aug 10,N/A,Role-Playing
5342,Gauntlet Legends,N64,Midway Games,N/A,6.0,N/A,N/A,31st Aug 99,N/A,Action
5343,FIFA 99,N64,EA Sports,N/A,N/A,N/A,N/A,30th Nov 98,N/A,Sports
5344,Kidou Senshi Gundam: Extreme VS,PS3,Bandai,N/A,N/A,N/A,N/A,01st Dec 11,N/A,Fighting
5345,Bust A Groove,PS,989 Studios,N/A,7.7,N/A,N/A,31st Oct 98,N/A,Misc
5346,Fire Emblem: Path of Radiance,GC,Nintendo,N/A,8.6,N/A,N/A,17th Oct 05,N/A,Role-Playing
5347,Pachi-Slot Aruze Oukoku 2,PS,Aruze Corp,N/A,N/A,N/A,N/A,25th Nov 99,N/A,Misc
5348,Monster High: Ghoul Spirit,Wii,THQ,N/A,N/A,N/A,N/A,25th Oct 11,N/A,Adventure
5349,METRO 2033    Read the review,X360,THQ,7.7,7.4,N/A,N/A,16th Mar 10,N/A,Shooter
5350,Mario Tennis Ultra Smash,WiiU,Nintendo,N/A,6.1,N/A,N/A,20th Nov 15,21st Mar 18,Sports
5351,Petz Nursery,DS,Ubisoft,N/A,N/A,N/A,N/A,10th Nov 09,N/A,Simulation
5352,Tactics Ogre: Let Us Cling Together,PSP,Square Enix,N/A,9.0,N/A,N/A,15th Feb 11,N/A,Role-Playing
5353,Two Worlds II,X360,SouthPeak Interactive,N/A,6.5,N/A,N/A,25th Jan 11,N/A,Role-Playing
5354,Tales of Symphonia Chronicles,PS3,Namco Bandai Games,N/A,N/A,N/A,N/A,25th Feb 14,07th Apr 18,Misc
5355,Bratz: Rock Angelz,GBA,THQ,N/A,N/A,N/A,N/A,01st Jan 05,N/A,Misc
5356,NBA 2K18,PC,2K Sports,N/A,7.0,N/A,0.54m,19th Sep 17,02nd Apr 18,Sports
5357,Golf It!,PC,Unknown,N/A,N/A,N/A,0.54m,N/A,09th Feb 19,Sports
5358,SSX Tricky,GC,EA Sports BIG,N/A,8.4,N/A,N/A,02nd Dec 01,N/A,Sports
5359,50 Classic Games,DS,Destineer,N/A,N/A,N/A,N/A,21st Jul 09,N/A,Misc
5360,The Walking Dead: Survival Instinct,PS3,Activision,N/A,N/A,N/A,N/A,19th Mar 13,16th Jan 18,Shooter
5361,Greg Hastings' Tournament Paintball,XB,Activision,N/A,N/A,N/A,N/A,16th Nov 04,N/A,Shooter
5362,Harry Potter and the Deathly Hallows - Part 1,Wii,Electronic Arts,N/A,N/A,N/A,N/A,09th Nov 10,N/A,Action
5363,Summer Sports: Paradise Island,Wii,Destineer,N/A,N/A,N/A,N/A,15th Apr 08,N/A,Sports
5364,World Soccer Winning Eleven 7 International (JP version),PS2,Konami,N/A,N/A,N/A,N/A,19th Feb 04,N/A,Sports
5365,Sacred 2: Fallen Angel,X360,CDV Software Entertainment,N/A,7.0,N/A,N/A,11th May 09,N/A,Role-Playing
5366,ESPN NBA Basketball,PS2,Sega,N/A,N/A,N/A,N/A,21st Oct 03,N/A,Sports
5367,The Sims 3: Pets,PC,Electronic Arts,N/A,7.5,N/A,N/A,18th Oct 11,N/A,Simulation
5368,Saints Row: Gat out of Hell,PC,Deep Silver,N/A,N/A,N/A,0.54m,20th Jan 15,N/A,Action
5369,Time Crisis: Razing Storm,PS3,Namco Bandai,N/A,5.8,N/A,N/A,19th Oct 10,N/A,Shooter
5370,Over the Hedge,PS2,Activision,N/A,6.5,N/A,N/A,09th May 06,N/A,Platform
5371,Mat Hoffman's Pro BMX,PS,Activision,N/A,N/A,N/A,N/A,14th May 01,N/A,Sports
5372,Popeye,2600,Parker Bros.,N/A,N/A,N/A,N/A,01st Jan 83,N/A,Platform
5373,Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,Capcom,N/A,8.3,N/A,N/A,26th Jan 10,N/A,Fighting
5374,Dragon Ball: Fusions,3DS,Namco Bandai Games,N/A,6.3,N/A,N/A,22nd Nov 16,14th Jan 18,Role-Playing
5375,The Hobbit,PS2,Sierra Entertainment,N/A,N/A,N/A,N/A,11th Nov 03,N/A,Adventure
5376,Manhunt 2,Wii,Rockstar Games,N/A,5.8,N/A,N/A,29th Oct 07,N/A,Action
5377,War of the Monsters,PS2,Sony Computer Entertainment,N/A,N/A,N/A,N/A,14th Jan 03,N/A,Fighting
5378,Dragon Ball: Xenoverse 2,PC,Namco Bandai Games,N/A,N/A,N/A,0.54m,28th Oct 16,03rd Mar 18,Action
5379,NBA Street Vol. 2,GC,EA Sports BIG,N/A,8.8,N/A,N/A,28th Apr 03,N/A,Sports
5380,The Incredible Hulk: Ultimate Destruction,PS2,VU Games,N/A,N/A,N/A,N/A,23rd Aug 05,N/A,Action
5381,LEGO The Incredibles,PS4,Warner Bros. Interactive Entertainment,N/A,6.5,N/A,N/A,15th Jun 18,06th Nov 18,Action
5382,Dragon Age: Inquisition,X360,Electronic Arts,N/A,N/A,N/A,N/A,18th Nov 14,05th Jan 19,Role-Playing
5383,"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",SAT,Sega,N/A,N/A,N/A,N/A,04th Apr 98,N/A,Adventure
5384,Rune Factory: A Fantasy Harvest Moon    Read the review,DS,Natsume,8.0,8.1,N/A,N/A,14th Aug 07,N/A,Role-Playing
5385,Time Crisis II,PS2,Namco,N/A,N/A,N/A,N/A,01st Oct 01,N/A,Shooter
5386,Clock Tower,PS,ASCII Entertainment,N/A,6.1,N/A,N/A,30th Sep 97,N/A,Adventure
5387,Disney Infinity 3.0,X360,Disney Interactive Studios,N/A,N/A,N/A,N/A,30th Aug 15,20th Mar 18,Action
5388,Life is Feudal: Your Own,PC,Unknown,N/A,N/A,N/A,0.53m,N/A,09th Feb 19,Role-Playing
5389,NCAA March Madness 06,PS2,EA Sports,N/A,N/A,N/A,N/A,11th Oct 05,N/A,Sports
5390,Jampack Volume 11,PS2,Sony Computer Entertainment,N/A,N/A,N/A,N/A,22nd Oct 04,N/A,Misc
5391,G-Force,DS,Disney Interactive Studios,N/A,7.0,N/A,N/A,21st Jul 09,N/A,Action
5392,Legacy of Kain: Defiance,PS2,Eidos Interactive,N/A,N/A,N/A,N/A,11th Nov 03,N/A,Adventure
5393,SpongeBob SquarePants: Game Boy Advance Video Volume 2,GBA,Majesco,N/A,N/A,N/A,N/A,14th May 04,N/A,Misc
5394,Hello Kitty: Big City Dreams,DS,Empire Interactive,N/A,N/A,N/A,N/A,17th Nov 08,N/A,Puzzle
5395,NCAA March Madness 2005,PS2,EA Sports,N/A,N/A,N/A,N/A,17th Nov 04,N/A,Sports
5396,007 Racing,PS,Electronic Arts,N/A,6.1,N/A,N/A,20th Nov 00,N/A,Racing
5397,Unit 13,PSV,Sony Computer Entertainment,N/A,N/A,N/A,N/A,06th Mar 12,16th Jul 19,Shooter
5398,Conflict: Vietnam,PS2,Global Star Software,N/A,N/A,N/A,N/A,05th Oct 04,N/A,Shooter
5399,2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,XB,Sega,N/A,N/A,N/A,N/A,01st Jan 05,N/A,Misc
5400,Phoenix Wright: Ace Attorney - Justice for All,DS,Capcom,N/A,7.6,N/A,N/A,16th Jan 07,N/A,Adventure
5401,MLB SlugFest 20-04,PS2,Midway Games,N/A,N/A,N/A,N/A,16th Mar 03,N/A,Sports
5402,Gex 3: Deep Cover Gecko,PS,Eidos Interactive,N/A,N/A,N/A,N/A,01st Mar 99,N/A,Platform
5403,Blitz: The League,XB,Midway Games,N/A,7.9,N/A,N/A,17th Oct 05,N/A,Sports
5404,NASCAR 09,PS2,EA Sports,N/A,N/A,N/A,N/A,10th Jun 08,N/A,Racing
5405,Jampack Vol. 2,PS,Sony Computer Entertainment,N/A,N/A,N/A,N/A,01st Jan 97,N/A,Misc
5406,Inazuma Eleven,DS,Nintendo,N/A,6.8,N/A,N/A,26th Aug 11,N/A,Role-Playing
5407,Virtual Soccer,SNES,Hudson Soft,N/A,N/A,N/A,N/A,01st Jan 94,N/A,Sports
5408,Romance of the Three Kingdoms IV: Wall of Fire,SNES,KOEI,N/A,N/A,N/A,N/A,13th Jan 95,N/A,Strategy
5409,Michael Jackson: The Experience,PS3,Ubisoft,N/A,N/A,N/A,N/A,12th Apr 11,N/A,Misc
5410,Excite Truck    Read the review,Wii,Nintendo,8.0,7.0,N/A,N/A,19th Nov 06,N/A,Racing
5411,Winning Post,SNES,KOEI,N/A,N/A,N/A,N/A,10th Sep 93,N/A,Sports
5412,Peter Jackson's King Kong: The Official Game of the Movie,XB,Ubisoft,N/A,N/A,N/A,N/A,21st Nov 05,N/A,Action
5413,Burnout Revenge,XB,Electronic Arts,N/A,N/A,N/A,N/A,13th Sep 05,N/A,Action
5414,Medal of Honor: European Assault,XB,Electronic Arts,N/A,N/A,N/A,N/A,07th Jun 05,N/A,Shooter
5415,Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus,PS2,Namco Bandai,N/A,N/A,N/A,0.53m,07th Dec 06,N/A,Shooter
5416,Ty the Tasmanian Tiger 2: Bush Rescue,PS2,Electronic Arts,N/A,7.3,N/A,N/A,12th Oct 04,N/A,Platform
5417,The Lord of the Rings: The Fellowship of the Ring,XB,Black Label Games,N/A,N/A,N/A,N/A,26th Sep 02,N/A,Action
5418,Shadowrun: Dragonfall,PC,Unknown,N/A,N/A,N/A,0.53m,N/A,09th Feb 19,Role-Playing
5419,NBA 06,PS2,Sony Computer Entertainment,N/A,N/A,N/A,N/A,01st Nov 05,04th Dec 18,Sports
5420,Magician's Quest: Mysterious Times,DS,Konami,N/A,N/A,N/A,N/A,11th May 09,N/A,Role-Playing
5421,Front Mission,SNES,Square,N/A,N/A,N/A,0.53m,24th Feb 95,N/A,Strategy
5422,Spider-Man,N64,Activision,N/A,N/A,N/A,N/A,21st Nov 00,N/A,Action
5423,How to Train Your Dragon,DS,Activision,N/A,N/A,N/A,N/A,23rd Mar 10,N/A,Action
5424,Jewel Master Egypt,DS,Storm City Games,N/A,N/A,N/A,N/A,03rd Nov 09,N/A,Puzzle
5425,Tom Clancy's Ghost Recon Advanced Warfighter 2,PSP,Ubisoft,N/A,6.5,N/A,N/A,23rd Aug 07,N/A,Shooter
5426,Harry Potter and the Half-Blood Prince,PSP,Electronic Arts,N/A,N/A,N/A,N/A,30th Jun 09,N/A,Action
5427,Sonic & Sega All-Stars Racing Transformed,WiiU,Sega,N/A,6.9,N/A,N/A,18th Nov 12,14th Sep 20,Racing
5428,X-Men Legends,GC,Activision,N/A,8.6,N/A,N/A,21st Sep 04,N/A,Role-Playing
5429,FIFA Soccer 12,PSP,EA Sports,N/A,N/A,N/A,N/A,27th Sep 11,N/A,Sports
5430,WWE SmackDown vs. Raw 2010,DS,THQ,N/A,N/A,N/A,N/A,20th Oct 09,N/A,Fighting
5431,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,Wii,THQ,N/A,N/A,N/A,N/A,20th Oct 08,N/A,Action
5432,Terminator Salvation,PS3,Warner Bros. Interactive,N/A,5.0,N/A,N/A,19th May 09,N/A,Shooter
5433,F1 2018,PS4,Codemasters,N/A,N/A,N/A,N/A,24th Aug 18,26th Sep 18,Racing
5434,Are You Smarter than a 5th Grader?,DS,THQ,N/A,N/A,N/A,N/A,12th Nov 07,N/A,Misc
5435,Oni,PS2,Rockstar Games,N/A,N/A,N/A,N/A,29th Jan 01,N/A,Action
5436,Madden NFL 07,PS3,EA Sports,N/A,8.0,N/A,N/A,14th Nov 06,N/A,Sports
5437,The Lord of the Rings: The Two Towers,GC,Electronic Arts,N/A,N/A,N/A,N/A,30th Dec 02,N/A,Action
5438,Juiced,PS2,THQ,N/A,N/A,N/A,N/A,13th Jun 05,N/A,Racing
5439,The Warriors,PS2,Rockstar Games,N/A,N/A,N/A,N/A,17th Oct 05,N/A,Action
5440,F1 2009,PSP,Codemasters,N/A,7.4,N/A,N/A,17th Nov 09,N/A,Racing
5441,Star Fox Command,DS,Nintendo,N/A,7.2,N/A,N/A,28th Aug 06,N/A,Shooter
5442,J-League Soccer: Prime Goal 2,SNES,Namco,N/A,N/A,N/A,N/A,05th Aug 94,N/A,Sports
5443,Heroes of Newerth    Read the review,PC,S2 Games,8.0,N/A,N/A,0.53m,12th May 10,N/A,Strategy
5444,NASCAR 2000,N64,EA Sports,N/A,N/A,N/A,N/A,30th Sep 99,N/A,Racing
5445,Wayne Gretzky's 3D Hockey,N64,Midway Games,N/A,8.1,N/A,N/A,11th Nov 96,N/A,Sports
5446,Pachi-Slot Aruze Oukoku 4,PS,Aruze Corp,N/A,N/A,N/A,N/A,14th Dec 00,N/A,Misc
5447,Return to Castle Wolfenstein: Operation Resurrection,PS2,Activision,N/A,N/A,N/A,N/A,30th May 03,N/A,Shooter
5448,Mario Tennis: Power Tour,GBA,Nintendo,N/A,N/A,N/A,N/A,05th Dec 05,N/A,Sports
5449,Seaman,DC,Sega,N/A,8.1,N/A,N/A,09th Aug 00,N/A,Simulation
5450,The Grinch,PS,Konami,N/A,N/A,N/A,N/A,01st Jan 00,N/A,Adventure
5451,Stuntman: Ignition,PS3,THQ,N/A,N/A,N/A,N/A,17th Sep 07,N/A,Racing
5452,Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team,DS,Electronic Arts,N/A,N/A,N/A,N/A,05th Oct 10,N/A,Simulation
5453,Fire Emblem: Shadow Dragon    Read the review,DS,Nintendo,8.6,8.2,N/A,0.52m,16th Feb 09,N/A,Strategy
5454,Sesame Street: Once Upon A Monster    Read the review,X360,Warner Bros. Interactive,7.8,8.0,N/A,N/A,11th Oct 11,N/A,Misc
5455,Silent Hill: Origins    Read the review,PSP,Konami,7.4,7.8,N/A,N/A,06th Nov 07,N/A,Action
5456,Mystery Dungeon: Shiren the Wanderer,DS,Sega,N/A,7.1,N/A,N/A,04th Mar 08,N/A,Role-Playing
5457,GT Pro Series,Wii,Ubisoft,N/A,3.7,N/A,N/A,14th Nov 06,N/A,Racing
5458,Tiger Woods PGA Tour 11,X360,EA Sports,N/A,8.1,N/A,N/A,08th Jun 10,N/A,Sports
5459,F.E.A.R. 2: Project Origin,X360,Warner Bros. Interactive,N/A,7.9,N/A,N/A,10th Feb 09,N/A,Shooter
5460,Disney Epic Mickey 2: The Power of Two,X360,Disney Interactive Studios,N/A,N/A,N/A,N/A,18th Nov 12,14th Apr 18,Platform
5461,Skylanders: Trap Team,PS4,Activision,N/A,N/A,N/A,N/A,05th Oct 14,17th Mar 18,Platform
5462,The Golden Compass,PS2,Sega,N/A,N/A,N/A,N/A,04th Dec 07,N/A,Adventure
5463,Dragon Ball FighterZ,XOne,Namco Bandai Games,N/A,N/A,N/A,N/A,26th Jan 18,02nd Apr 18,Fighting
5464,Final Fantasy Chronicles,PS,Square,N/A,9.2,N/A,N/A,29th Jun 01,N/A,Role-Playing
5465,Out There Somewhere,PC,Unknown,N/A,N/A,N/A,0.52m,21st Feb 12,N/A,Misc
5466,Cars 2,PS3,Disney Interactive Studios,N/A,7.5,N/A,N/A,21st Jun 11,N/A,Racing
5467,Syphon Filter 3,PS,Sony Computer Entertainment,N/A,N/A,N/A,N/A,05th Nov 01,N/A,Shooter
5468,NHL 17,PS4,EA Sports,N/A,N/A,N/A,N/A,13th Sep 16,N/A,Sports
5469,Metal Gear Solid 2: Substance,PS2,Konami,N/A,8.5,N/A,N/A,03rd Mar 03,N/A,Action
5470,Alan Wake's American Nightmare,PC,Remedy Entertainment,N/A,N/A,N/A,0.52m,22nd May 12,N/A,Misc
5471,Fight Night Round 3,PSP,EA Sports,N/A,7.2,N/A,N/A,20th Feb 06,N/A,Fighting
5472,Frozen: Olaf's Quest,DS,GameMill Entertainment,N/A,N/A,N/A,N/A,12th Nov 13,02nd Apr 18,Platform
5473,NBA Live 08,X360,Electronic Arts,N/A,N/A,N/A,N/A,01st Oct 07,N/A,Sports
5474,We Cheer,Wii,Namco Bandai,N/A,N/A,N/A,N/A,30th Sep 08,N/A,Simulation
5475,FIFA 15,3DS,EA Sports,N/A,N/A,N/A,N/A,23rd Sep 14,23rd Mar 18,Sports
5476,We Love Katamari,PS2,Namco,N/A,8.2,N/A,N/A,20th Sep 05,N/A,Puzzle
5477,Naruto Shippuden: Ultimate Ninja Storm 3,X360,Namco Bandai Games,N/A,N/A,N/A,N/A,05th Mar 13,06th Jan 18,Fighting
5478,NCAA Football 2003,XB,EA Sports,N/A,N/A,N/A,N/A,20th Jul 02,N/A,Sports
5479,SingStar Dance,PS3,Sony Computer Entertainment,N/A,N/A,N/A,N/A,09th Nov 10,N/A,Misc
5480,NBA Live 09,PS3,Electronic Arts,N/A,N/A,N/A,N/A,07th Oct 08,N/A,Sports
5481,Madden NFL 13,Wii,EA Sports,N/A,N/A,N/A,N/A,28th Aug 12,04th Jan 18,Sports
5482,Ready 2 Rumble Boxing: Round 2,PS,Midway Games,N/A,6.5,N/A,N/A,09th Nov 00,N/A,Fighting
5483,Mega Man 6,NES,Nintendo,N/A,N/A,N/A,N/A,01st Mar 94,N/A,Platform
5484,Attack on Titan 2,All,Koei Tecmo,N/A,N/A,N/A,0.52m,20th Mar 18,17th Oct 20,Action
5485,Run for Money Tousouchuu,3DS,Unknown,N/A,N/A,N/A,0.52m,N/A,22nd Nov 20,Action
5486,The 3rd Birthday,PSP,Square Enix,N/A,7.0,N/A,N/A,29th Mar 11,N/A,Role-Playing
5487,Guinness World Records: The Videogame,DS,Warner Bros. Interactive,N/A,N/A,N/A,N/A,11th Nov 08,N/A,Action
5488,Alien: Isolation,XOne,Sega,N/A,N/A,N/A,N/A,07th Oct 14,05th Jan 18,Adventure
5489,Mission: Impossible,PS,Atari,N/A,N/A,N/A,N/A,23rd Nov 99,N/A,Action
5490,Rival Schools: United By Fate,PS,Capcom,N/A,N/A,N/A,N/A,30th Sep 98,N/A,Fighting
5491,Swing Away Golf,PS2,Electronic Arts,N/A,N/A,N/A,N/A,25th Oct 00,N/A,Sports
5492,J-League Pro Soccer Club o Tsukurou! 3,PS2,Sega,N/A,N/A,N/A,N/A,05th Jun 03,N/A,Sports
5493,Tomb Raider: Legend,PS2,Eidos Interactive,N/A,N/A,N/A,N/A,11th Apr 06,N/A,Action
5494,Freedom Fighters,PS2,Electronic Arts,N/A,N/A,N/A,N/A,01st Oct 03,N/A,Shooter
5495,Rune Factory 2: A Fantasy Harvest Moon,DS,Natsume,N/A,7.9,N/A,N/A,18th Nov 08,N/A,Role-Playing
5496,Gun,XB,Activision,N/A,N/A,N/A,N/A,08th Nov 05,N/A,Shooter
5497,That's So Raven 2: Supernatural Style,GBA,Buena Vista,N/A,N/A,N/A,N/A,21st Aug 05,N/A,Adventure
5498,Classic Word Games,DS,Ubisoft,N/A,N/A,N/A,N/A,23rd Jun 09,N/A,Puzzle
5499,The Sims 2: Open for Business,PC,Electronic Arts,N/A,N/A,N/A,N/A,28th Feb 06,N/A,Simulation
5500,Way of the Samurai 3,PS3,Agetec,N/A,6.5,N/A,N/A,13th Oct 09,N/A,Action
5501,Spectrobes: Beyond the Portals,DS,Disney Interactive Studios,N/A,7.3,N/A,N/A,07th Oct 08,N/A,Role-Playing
5502,The Punisher,PS2,THQ,N/A,N/A,N/A,N/A,17th Jan 05,N/A,Shooter
5503,Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,DS,Nintendo,N/A,N/A,N/A,N/A,07th Dec 06,N/A,Misc
5504,SimAnimals,DS,Electronic Arts,N/A,N/A,N/A,N/A,21st Jan 09,N/A,Simulation
5505,SSX On Tour,PS2,EA Sports BIG,N/A,N/A,N/A,N/A,11th Oct 05,N/A,Sports
5506,Grim Fandango Remastered,PC,Unknown,N/A,N/A,N/A,0.52m,N/A,09th Feb 19,Adventure
5507,Tony Hawk's Pro Skater 3,GBA,Activision,N/A,N/A,N/A,N/A,04th Mar 02,N/A,Sports
5508,Go Diego Go! Safari Rescue,Wii,2K Play,N/A,N/A,N/A,N/A,11th Feb 08,N/A,Action
5509,Harry Potter and the Prisoner of Azkaban,GBA,Electronic Arts,N/A,7.0,N/A,N/A,25th May 04,N/A,Adventure
5510,Omega Boost,PS,Sony Computer Entertainment,N/A,N/A,N/A,N/A,31st Aug 99,N/A,Shooter
5511,Metal Gear Solid HD Collection,PS3,Konami,N/A,9.1,N/A,N/A,08th Nov 11,N/A,Action
5512,NFL 2K3,XB,Sega,N/A,N/A,N/A,N/A,12th Aug 02,N/A,Sports
5513,One Piece: Pirate Warriors 3,PS4,Tecmo Koei,N/A,N/A,N/A,N/A,25th Aug 15,12th Jan 18,Action
5514,Kung Fu Panda,PS3,Activision,N/A,N/A,N/A,N/A,03rd Jun 08,N/A,Platform
5515,The Magical Quest starring Mickey Mouse (weekly jp sales),SNES,Capcom,N/A,N/A,N/A,N/A,01st Dec 92,N/A,Platform
5516,NBA Live 2002,PS,EA Sports,N/A,N/A,N/A,N/A,30th Oct 01,N/A,Sports
5517,Jampack Winter 2002,PS2,Sony Computer Entertainment,N/A,N/A,N/A,N/A,17th Oct 02,N/A,Misc
5518,Way of the Samurai,PS2,BAM! Entertainment,N/A,N/A,N/A,N/A,31st May 02,N/A,Action
5519,Lair,PS3,Sony Computer Entertainment,N/A,5.5,N/A,N/A,30th Aug 07,N/A,Action
5520,Murdered: Soul Suspect,PC,Square Enix,N/A,N/A,N/A,0.51m,03rd Jun 14,06th Aug 18,Action-Adventure
5521,Fishing Derby,2600,Activision,N/A,N/A,N/A,N/A,01st Jan 80,N/A,Sports
5522,Pac-Man Fever,PS2,Namco,N/A,N/A,N/A,N/A,02nd Sep 02,N/A,Misc
5523,DC Universe Online,PS3,Sony Online Entertainment,N/A,6.5,N/A,N/A,11th Jan 11,15th Sep 18,MMO
