Pos,Game,Console,Publisher,VGChartz Score,Critic Score,User Score,Total Shipped,Release Date,Last Update,Genre
465,Pokémon Platinum Version,DS,Nintendo,N/A,8.3,8.9,7.60m,22nd Mar 09,N/A,Role-Playing
466,Jurassic Park,Series,Ocean Software,N/A,N/A,N/A,7.57m,28th Dec 93,14th Mar 20,Action-Adventure
467,Call of Duty: Advanced Warfare,PS4,Activision,N/A,8.5,N/A,N/A,04th Nov 14,04th Jan 18,Shooter
468,Crysis,Series,Electronic Arts,N/A,N/A,N/A,7.50m,13th Nov 07,23rd Feb 20,Shooter
469,Monster Hunter Rise    Read the review,NS,Capcom,7.0,N/A,N/A,7.50m,26th Mar 21,17th Sep 20,Action-Adventure
470,Call of Duty: World at War    Read the review,X360,Activision,8.8,8.5,7.8,N/A,10th Nov 08,N/A,Shooter
471,Baldur's Gate,Series,Interplay Entertainment Corp.,N/A,N/A,N/A,7.47m,31st Jul 00,13th Feb 20,Role-Playing
472,Super Mario Bros. 2,NES,Nintendo,N/A,N/A,N/A,7.46m,01st Oct 88,N/A,Platform
473,Super Mario 3D World + Bowser's Fury    Read the review,NS,Nintendo,N/A,N/A,N/A,7.45m,12th Feb 21,03rd Sep 20,Platform
474,Super Smash Bros. Melee,GC,Nintendo,N/A,9.2,N/A,7.41m,02nd Dec 01,N/A,Fighting
475,Super Mario Galaxy 2    Read the review,Wii,Nintendo,9.6,9.7,9.8,7.41m,23rd May 10,N/A,Platform
476,Trine,Series,Nobilis,N/A,N/A,N/A,7.39m,03rd Jul 09,28th Jan 21,Platform
477,Call of Duty: Black Ops 3,XOne,Activision,N/A,N/A,N/A,N/A,06th Nov 15,14th Jan 18,Shooter
478,Battlefield 3,X360,Electronic Arts,N/A,8.5,N/A,N/A,25th Oct 11,N/A,Shooter
479,Yokai Watch 2: Bony Spirits / Fleshy Souls / Psychic Specters,3DS,Nintendo,N/A,N/A,N/A,7.30m,30th Sep 16,26th Jan 19,Role-Playing
480,Battlefield V,All,Electronic Arts,N/A,N/A,N/A,7.30m,20th Nov 18,09th Oct 20,Shooter
481,Ark,Series,Studio Wildcard,N/A,N/A,N/A,7.26m,27th Aug 17,19th Mar 20,Action-Adventure
482,The Legend of Zelda: Twilight Princess    Read the review,Wii,Nintendo,9.3,9.5,9.6,7.26m,19th Nov 06,N/A,Adventure
483,Battlefield 1,PS4,Electronic Arts,N/A,9.1,N/A,N/A,21st Oct 16,24th Mar 18,Shooter
484,Battlefield 3,PS3,Electronic Arts,N/A,8.5,N/A,N/A,25th Oct 11,N/A,Shooter
485,Oddworld,Series,GT Interactive,N/A,N/A,N/A,7.20m,19th Sep 97,14th Feb 20,Action-Adventure
486,Need for Speed Underground,PS2,Electronic Arts,N/A,8.6,N/A,N/A,17th Nov 03,N/A,Racing
487,Assassin's Creed: Brotherhood,All,Ubisoft,N/A,N/A,N/A,7.20m,16th Nov 10,21st Oct 20,Action-Adventure
488,The Binding of Isaac,PC,Edmund McMillen,N/A,8.3,N/A,7.17m,28th Sep 11,01st Dec 18,Action
489,Tomb Raider,All,Eidos Interactive,N/A,N/A,N/A,7.16m,14th Nov 96,26th Oct 20,Action-Adventure
490,Super Mario Maker 2,NS,Nintendo,N/A,N/A,N/A,7.15m,28th Jun 19,24th Apr 19,Platform
491,Pokémon Emerald Version,GBA,Nintendo,N/A,7.7,N/A,7.06m,30th Apr 05,N/A,Role-Playing
492,Metal Gear Solid 2: Sons of Liberty,PS2,Konami,N/A,9.5,7.0,7.00m,12th Nov 01,N/A,Action
493,Guild Wars 2,PC,NCSoft,N/A,N/A,N/A,7.00m,28th Aug 12,N/A,Role-Playing
494,Mana,Series,Square,N/A,N/A,N/A,7.00m,01st Nov 91,13th Feb 20,Role-Playing
495,Rugrats,Series,THQ,N/A,N/A,N/A,7.00m,29th Jun 99,13th Feb 20,Action-Adventure
496,Project Gotham Racing,Series,Sega,N/A,N/A,N/A,7.00m,15th Jan 01,14th Feb 20,Racing
497,Assassin's Creed: Revelations,All,Ubisoft,N/A,N/A,N/A,7.00m,15th Nov 11,21st Oct 20,Action-Adventure
498,NBA 2K14,All,2K Sports,N/A,N/A,N/A,7.00m,01st Oct 13,22nd Oct 20,Sports
499,NBA 2K15,All,2K Sports,N/A,N/A,N/A,7.00m,07th Oct 14,22nd Oct 20,Sports
500,Just Dance 3,All,Ubisoft,N/A,N/A,N/A,7.00m,07th Oct 11,24th Oct 20,Music
501,Rise of the Tomb Raider,All,Square Enix,N/A,N/A,N/A,7.00m,10th Nov 15,26th Oct 20,Action-Adventure
502,Mafia III,All,2K Games,N/A,N/A,N/A,7.00m,07th Oct 16,06th Nov 20,Action-Adventure
503,"Warhammer 40,000: Dawn of War",Series,THQ,N/A,N/A,N/A,7.00m,20th Sep 04,16th Nov 20,Strategy
504,Ark: Survival Evolved,All,Studio Wildcard,N/A,N/A,N/A,7.00m,29th Aug 17,31st Dec 20,Action-Adventure
505,DiRT,Series,Codemasters,N/A,N/A,N/A,7.00m,19th Jun 07,26th Jan 21,Racing
506,Star Wars: The Force Unleashed,All,LucasArts,N/A,N/A,N/A,7.00m,16th Sep 08,28th Jan 21,Action-Adventure
507,The Room,All,Fireproof Games,N/A,N/A,N/A,6.94m,01st Sep 12,18th Dec 20,Puzzle
508,Need for Speed Underground 2,PS2,Electronic Arts,N/A,8.3,N/A,N/A,15th Nov 04,N/A,Racing
509,Just Dance 4,Wii,Ubisoft,N/A,N/A,N/A,N/A,09th Oct 12,31st Jan 18,Music
510,Mario Kart: Double Dash!!,GC,Nintendo,N/A,8.5,N/A,6.88m,17th Nov 03,N/A,Racing
511,Tomb Raider II,All,Eidos Interactive,N/A,N/A,N/A,6.85m,21st Nov 97,26th Oct 20,Action-Adventure
512,Medal of Honor: Frontline,PS2,Electronic Arts,N/A,9.0,N/A,N/A,28th May 02,N/A,Shooter
513,Crash Bandicoot,PS,Sony Computer Entertainment,N/A,7.8,N/A,6.82m,01st Sep 96,N/A,Platform
514,Uncharted 2: Among Thieves    Read the review,PS3,Sony Computer Entertainment,9.2,9.5,9.6,N/A,13th Oct 09,N/A,Action
515,Star Wars: Knights of the Old Republic,Series,LucasArts,N/A,N/A,N/A,6.73m,15th Jul 03,01st Mar 20,Role-Playing
516,Call of Duty 4: Modern Warfare,PS3,Activision,N/A,9.5,9.6,N/A,05th Nov 07,N/A,Shooter
517,Lego Star Wars: The Video Game,All,Eidos Interactive,N/A,N/A,N/A,6.70m,29th Mar 05,09th Jun 21,Action-Adventure
518,Tomodachi Life,3DS,Nintendo,N/A,7.8,N/A,6.68m,06th Jun 14,05th Jan 18,Simulation
519,FIFA Soccer 12,PS3,EA Sports,N/A,9.2,N/A,N/A,27th Sep 11,N/A,Sports
520,FIFA 14,PS3,EA Sports,N/A,N/A,N/A,N/A,24th Sep 13,15th Sep 18,Sports
521,Fallout 4,PC,Bethesda Softworks,N/A,9.0,N/A,6.60m,10th Nov 15,24th Mar 18,Role-Playing
522,Ben 10,Series,D3 Publisher,N/A,N/A,N/A,6.60m,30th Oct 07,18th Nov 20,Action-Adventure
523,Red Dead Redemption    Read the review,PS3,Rockstar Games,9.1,9.5,N/A,N/A,11th Oct 11,N/A,Action
524,Donkey Kong Country Returns,Wii,Nintendo,N/A,8.6,N/A,6.53m,21st Nov 10,N/A,Platform
525,Mario & Sonic at the Olympic Winter Games,All,Sega,N/A,N/A,N/A,6.53m,13th Oct 09,09th Nov 20,Sports
526,The Legend of Zelda,NES,Nintendo,N/A,9.0,N/A,6.51m,22nd Aug 87,N/A,Adventure
527,Assassin's Creed III,PS3,Ubisoft,N/A,8.8,N/A,N/A,30th Oct 12,12th Apr 18,Action-Adventure
528,Guild Wars,PC,NCSoft,N/A,8.7,N/A,6.50m,26th Apr 05,N/A,Role-Playing
529,Dragon Quest XI,All,Square Enix,N/A,N/A,N/A,6.50m,04th Sep 18,23rd Oct 20,Role-Playing
530,Marvel's Spider-Man: Miles Morales,All,Sony Interactive Entertainment,N/A,N/A,N/A,6.50m,12th Nov 20,03rd Feb 21,Action-Adventure
531,Red Dead Redemption    Read the review,X360,Rockstar Games,9.1,9.5,10.0,N/A,18th May 10,N/A,Action
532,Xeno,Series,Square,N/A,N/A,N/A,6.49m,20th Oct 98,14th Mar 20,Role-Playing
533,The Elder Scrolls V: Skyrim,PS3,Bethesda Softworks,N/A,9.0,N/A,N/A,11th Nov 11,01st Apr 18,Role-Playing
534,Diddy Kong Racing,Series,Nintendo,N/A,N/A,N/A,6.47m,24th Nov 97,22nd Feb 20,Racing
535,Final Fantasy XII,PS2,Square Enix,N/A,9.4,9.5,6.40m,31st Oct 06,N/A,Role-Playing
536,Elite,Series,Imagineer,N/A,N/A,N/A,6.40m,20th Sep 84,19th Jan 21,Simulation
537,Pokémon Crystal Version,GBC,Nintendo,N/A,8.7,N/A,6.39m,29th Jul 01,06th Jan 18,Role-Playing
538,Hatsune Miku: Project,Series,Sega,N/A,N/A,N/A,6.35m,09th Apr 12,07th Feb 20,Music
539,Minecraft,PS4,Sony Computer Entertainment,N/A,9.4,N/A,N/A,07th Oct 14,14th Sep 18,Misc
540,Luigi's Mansion: Dark Moon,3DS,Nintendo,N/A,8.6,N/A,6.33m,24th Mar 13,03rd Aug 20,Adventure
541,FIFA 15,PS4,EA Sports,N/A,8.1,N/A,N/A,23rd Sep 14,23rd Mar 18,Sports
542,Kingdom Hearts,PS2,Square EA,N/A,8.5,N/A,6.30m,16th Sep 02,N/A,Role-Playing
543,Street Fighter II: The World Warrior,SNES,Capcom,N/A,N/A,N/A,6.30m,01st Jul 92,N/A,Fighting
544,Myst,PC,Broderbund,N/A,8.9,N/A,6.30m,01st Jan 95,N/A,Adventure
545,Lost Planet,Series,Capcom,N/A,N/A,N/A,6.30m,12th Jan 07,04th Feb 20,Shooter
546,Driver,PS,GT Interactive,N/A,8.5,N/A,N/A,30th Jun 99,N/A,Action
547,Call of Duty: WWII,XOne,Activision,N/A,N/A,N/A,N/A,03rd Nov 17,30th Dec 17,Shooter
548,The Legend of Zelda: Ocarina of Time 3D,3DS,Nintendo,N/A,9.3,N/A,6.22m,19th Jun 11,N/A,Adventure
549,Big Brain Academy,DS,Nintendo,N/A,7.7,N/A,6.15m,05th Jun 06,N/A,Misc
550,Minecraft,PS3,Sony Computer Entertainment America,N/A,N/A,N/A,N/A,16th May 14,05th Aug 18,Misc
551,Pikmin,Series,Nintendo,N/A,N/A,N/A,6.03m,02nd Dec 01,18th Aug 20,Strategy
552,Deus Ex,Series,Eidos Interactive,N/A,N/A,N/A,6.02m,17th Jun 00,28th Feb 20,Role-Playing
553,Metal Gear Solid,PS,Konami,N/A,9.3,N/A,6.00m,21st Oct 98,N/A,Action
554,Tekken 5,PS2,Namco,N/A,9.0,N/A,6.00m,24th Feb 05,N/A,Fighting
555,Sonic the Hedgehog 2,GEN,Sega,N/A,N/A,N/A,6.00m,20th Nov 92,N/A,Platform
556,Metal Gear Solid 4: Guns of the Patriots    Read the review,PS3,Konami,9.5,9.3,9.8,6.00m,12th Jun 08,N/A,Action
557,StarCraft II: Wings of Liberty    Read the review,PC,Blizzard Entertainment,8.9,9.3,N/A,6.00m,27th Jul 10,25th Jun 18,Strategy
558,Nioh,Series,Koei Tecmo,N/A,N/A,N/A,6.00m,07th Feb 17,08th Feb 20,Role-Playing
559,Conflict,Series,Gotham Games,N/A,N/A,N/A,6.00m,30th Sep 02,12th Feb 20,Shooter
560,Championship Manager,Series,Domark Software,N/A,N/A,N/A,6.00m,01st Sep 92,12th Feb 20,Simulation
561,NBA Jam,Series,Midway,N/A,N/A,N/A,6.00m,04th Mar 94,24th Feb 20,Sports
562,Cuphead,Series,Studio MDHR,N/A,N/A,N/A,6.00m,29th Sep 17,11th Mar 20,Platform
563,Dead Space,Series,Electronic Arts,N/A,N/A,N/A,6.00m,13th Oct 08,27th Mar 20,Action-Adventure
564,MotorStorm,Series,Sony Computer Entertainment,N/A,N/A,N/A,6.00m,06th Mar 07,27th Mar 20,Racing
565,Dead Cells,All,Motion Twin,N/A,N/A,N/A,6.00m,07th Aug 18,09th Oct 20,Action
566,Street Fighter V,All,Capcom,N/A,N/A,N/A,6.00m,16th Feb 16,13th Oct 20,Fighting
567,Borderlands,All,2K Games,N/A,N/A,N/A,6.00m,20th Oct 09,27th Oct 20,Shooter
568,Metal Gear Solid,All,Konami,N/A,N/A,N/A,6.00m,21st Oct 98,28th Oct 20,Action-Adventure
569,Metal Gear Solid V: The Phantom Pain,All,Konami,N/A,N/A,N/A,6.00m,01st Sep 15,28th Oct 20,Action-Adventure
570,Star Wars: Battlefront II,All,LucasArts,N/A,N/A,N/A,6.00m,01st Nov 05,31st Oct 20,Shooter
571,Tom Clancy's Splinter Cell,All,Ubisoft,N/A,N/A,N/A,6.00m,17th Nov 02,07th Nov 20,Action-Adventure
572,Cuphead,All,Studio MDHR,N/A,N/A,N/A,6.00m,29th Sep 17,23rd Nov 20,Platform
573,Mass Effect 3,All,Electronic Arts,N/A,N/A,N/A,6.00m,06th Mar 12,05th Dec 20,Role-Playing
574,NieR: Automata,All,Square Enix,N/A,N/A,N/A,6.00m,07th Mar 17,24th Dec 20,Role-Playing
575,Limbo,All,Playdead,N/A,N/A,N/A,6.00m,21st Jul 10,27th Dec 20,Platform
576,Carnival Games,All,Global Star Software,N/A,N/A,N/A,6.00m,27th Aug 07,30th Dec 20,Party
577,Dragon Age: Inquisition,All,Electronic Arts,N/A,N/A,N/A,6.00m,18th Nov 14,31st Dec 20,Role-Playing
578,Cities: Skylines,All,Paradox Interactive,N/A,N/A,N/A,6.00m,10th Mar 15,27th Jan 21,Simulation
579,Detroit: Become Human,All,Sony Interactive Entertainment,N/A,N/A,N/A,6.00m,25th May 18,22nd Feb 21,Adventure
580,Pokémon Brilliant Diamond / Shining Pearl    Read the review,NS,Nintendo,2.5,N/A,N/A,6.00m,19th Nov 21,26th Feb 21,Role-Playing
581,Euro Truck Simulator 2,PC,SCS Software,N/A,8.5,N/A,5.98m,16th Jan 13,31st Dec 17,Simulation
582,Tekken 6,All,Namco Bandai Games,N/A,N/A,N/A,5.98m,26th Nov 07,29th Oct 20,Fighting
583,Tomb Raider III,All,Eidos Interactive,N/A,N/A,N/A,5.94m,20th Nov 98,26th Oct 20,Action-Adventure
584,WarioWare,Series,Nintendo,N/A,N/A,N/A,5.92m,26th May 03,22nd Feb 20,Party
585,Super Mario Sunshine    Read the review,GC,Nintendo,8.9,9.2,N/A,5.91m,25th Aug 02,N/A,Platform
586,Mario Kart: Super Circuit,GBA,Nintendo,N/A,9.3,N/A,5.91m,26th Aug 01,N/A,Racing
587,Dragon's Dogma,Series,Capcom,N/A,N/A,N/A,5.90m,22nd May 12,04th Feb 20,Role-Playing
588,Super Mario 3D World,WiiU,Nintendo,N/A,9.5,N/A,5.88m,22nd Nov 13,02nd Jan 18,Platform
589,Mario vs. Donkey Kong,Series,Nintendo,N/A,N/A,N/A,5.87m,24th May 04,22nd Feb 20,Puzzle
590,Final Fantasy IX,All,Square,N/A,N/A,N/A,5.83m,13th Nov 00,19th Oct 20,Role-Playing
591,Age of Empires II: HD Edition,PC,Microsoft Studios,N/A,N/A,N/A,5.82m,09th Apr 13,02nd Oct 18,Strategy
592,Pokémon Snap,Series,Nintendo,N/A,N/A,N/A,5.82m,30th Jun 99,05th Aug 21,Simulation
593,New Super Mario Bros. U,WiiU,Nintendo,N/A,8.4,N/A,5.81m,18th Nov 12,02nd Aug 20,Platform
594,DayZ,All,Bohemia Interactive,N/A,N/A,N/A,5.80m,13th Dec 18,20th Dec 20,Action-Adventure
595,Link's Crossbow Training    Read the review,Wii,Nintendo,6.9,6.9,N/A,5.79m,19th Nov 07,N/A,Shooter
596,Red Dead Redemption 2,XOne,Rockstar Games,N/A,N/A,N/A,N/A,26th Oct 18,02nd Nov 18,Action-Adventure
597,Destiny,PS4,Activision,N/A,N/A,N/A,N/A,09th Sep 14,12th Jan 18,Shooter
598,Tekken 2,PS,Namco,N/A,9.1,N/A,N/A,25th Aug 96,N/A,Fighting
599,Clubhouse Games,Series,Nintendo,N/A,N/A,N/A,5.71m,09th Oct 06,08th Jun 20,Party
600,Crash Bandicoot 3: Warped,PS,Sony Computer Entertainment,N/A,9.3,N/A,5.70m,31st Oct 98,24th Sep 18,Platform
601,Trials,Series,RedLynx,N/A,N/A,N/A,5.70m,12th Aug 09,26th Apr 20,Platform
602,Resident Evil 8: Village,All,Capcom,N/A,N/A,N/A,5.70m,07th May 21,11th May 21,Action-Adventure
603,Uncharted: The Nathan Drake Collection,PS4,Sony Computer Entertainment,N/A,N/A,N/A,N/A,07th Oct 15,N/A,Action
604,Super Mario World: Super Mario Advance 2,GBA,Nintendo,N/A,9.4,N/A,5.69m,09th Feb 02,N/A,Platform
605,Dishonored,Series,Bethesda Softworks,N/A,N/A,N/A,5.67m,09th Oct 12,27th Jan 21,Action-Adventure
606,LEGO Star Wars: The Complete Saga,Wii,LucasArts,N/A,8.0,N/A,N/A,06th Nov 07,N/A,Action
607,Cooking Mama,DS,Majesco,N/A,6.6,N/A,N/A,12th Sep 06,N/A,Simulation
608,Tetris,NES,Nintendo,N/A,N/A,N/A,5.58m,01st Nov 89,N/A,Puzzle
609,Super Mario Advance,GBA,Nintendo,N/A,8.2,N/A,5.57m,10th Jun 01,N/A,Platform
610,Assassin's Creed II    Read the review,PS3,Ubisoft,9.0,9.0,N/A,N/A,17th Nov 09,03rd Jan 18,Action
611,Super Smash Bros.,N64,Nintendo,N/A,8.4,N/A,5.55m,26th Apr 99,11th Apr 18,Fighting
612,Assassin's Creed    Read the review,X360,Ubisoft,7.5,8.2,8.0,N/A,13th Nov 07,N/A,Action
613,Batman: Arkham City,PS3,Warner Bros. Interactive,N/A,9.6,N/A,N/A,18th Oct 11,N/A,Action
614,Forza Motorsport 3,X360,Microsoft Game Studios,N/A,9.2,9.8,N/A,27th Oct 09,N/A,Racing
615,Final Fantasy IX,PS,Square,N/A,9.2,N/A,5.50m,13th Nov 00,N/A,Role-Playing
616,Final Fantasy X-2,PS2,Square Enix,N/A,8.3,N/A,5.50m,18th Nov 03,N/A,Role-Playing
617,Dragon Quest IX: Sentinels of the Starry Skies,DS,Nintendo,N/A,8.6,N/A,5.50m,11th Jul 10,N/A,Role-Playing
618,Arma III,PC,Bohemia Interactive,N/A,N/A,N/A,5.50m,12th Sep 13,16th Nov 18,Shooter
619,Need for Speed: ProStreet,All,Electronic Arts,N/A,N/A,N/A,5.50m,14th Nov 07,20th Oct 20,Racing
620,NBA 2K11,All,2K Sports,N/A,N/A,N/A,5.50m,05th Oct 10,22nd Oct 20,Sports
621,Saints Row: The Third,All,THQ,N/A,N/A,N/A,5.50m,15th Nov 11,06th Dec 20,Action-Adventure
622,Tomb Raider (2013),PC,Square Enix,N/A,8.8,N/A,5.50m,05th Mar 13,06th Jan 18,Action
623,The Legend of Zelda: Link's Awakening    Read the review,NS,Nintendo,8.0,N/A,10.0,5.49m,20th Sep 19,11th Jun 19,Action-Adventure
624,Pokémon Stadium,N64,Nintendo,N/A,7.5,N/A,5.46m,06th Mar 00,N/A,Strategy
625,Chrono,Series,Square,N/A,N/A,N/A,5.45m,11th Aug 95,12th Feb 20,Role-Playing
626,Minecraft,XOne,Microsoft Studios,N/A,N/A,N/A,N/A,18th Nov 14,14th Sep 18,Misc
627,Call of Duty: World at War    Read the review,PS3,Activision,8.8,8.4,N/A,N/A,10th Nov 08,N/A,Shooter
628,Super Mario Advance 4: Super Mario Bros. 3,GBA,Nintendo,N/A,9.2,N/A,5.43m,21st Oct 03,N/A,Platform
629,Crash Bandicoot: The Wrath of Cortex,PS2,Universal Interactive,N/A,6.9,N/A,N/A,29th Oct 01,N/A,Platform
630,Super Smash Bros. for Wii U,WiiU,Nintendo,N/A,9.2,N/A,5.38m,21st Nov 14,12th Apr 18,Fighting
631,Final Fantasy XIII    Read the review,PS3,Square Enix,9.0,8.0,9.2,N/A,09th Mar 10,N/A,Role-Playing
632,Gran Turismo 5 Prologue    Read the review,PS3,Sony Computer Entertainment,8.4,8.3,N/A,5.35m,15th Apr 08,N/A,Racing
633,Dr. Mario,GB,Nintendo,N/A,N/A,N/A,5.34m,01st Dec 90,N/A,Puzzle
634,Assassin's Creed III,X360,Ubisoft,N/A,N/A,N/A,N/A,30th Oct 12,07th Feb 18,Action-Adventure
635,Pokémon Pinball,GBC,Nintendo,N/A,8.7,N/A,5.31m,31st Jul 99,06th Jan 18,Misc
636,Assassin's Creed II    Read the review,X360,Ubisoft,9.0,9.1,N/A,N/A,17th Nov 09,N/A,Action
637,The Forest,PC,Endnight Games Ltd,N/A,N/A,N/A,5.30m,30th May 14,N/A,Misc
638,The Forest,Series,Endnight Games Ltd,N/A,N/A,N/A,5.30m,30th Apr 18,15th Mar 20,Action-Adventure
639,Heavy Rain,All,Sony Computer Entertainment,N/A,N/A,N/A,5.30m,23rd Feb 10,08th Mar 21,Adventure
640,Donkey Kong 64,N64,Nintendo,N/A,9.3,N/A,5.27m,22nd Nov 99,N/A,Platform
641,Just Dance 2,Wii,Ubisoft,N/A,7.3,N/A,5.25m,12th Oct 10,N/A,Misc
642,Tomb Raider II,PS,Eidos Interactive,N/A,7.6,N/A,N/A,31st Oct 97,N/A,Adventure
643,Madden NFL 2004,PS2,EA Sports,N/A,9.5,N/A,N/A,12th Aug 03,N/A,Sports
644,Subnautica,Series,Unknown Worlds Entertainment,N/A,N/A,N/A,5.23m,23rd Jan 18,03rd Mar 20,Adventure
645,Subnautica,All,Unknown Worlds Entertainment,N/A,N/A,N/A,5.23m,23rd Jan 18,08th Jan 21,Adventure
646,Call of Duty: Advanced Warfare,XOne,Activision,N/A,8.3,N/A,N/A,04th Nov 14,01st Jan 18,Shooter
647,Fallout: New Vegas,PC,Bethesda Softworks,N/A,8.3,N/A,5.22m,19th Oct 10,N/A,Role-Playing
648,Gran Turismo 6,PS3,Sony Computer Entertainment America,N/A,N/A,N/A,5.22m,06th Dec 13,18th Apr 18,Racing
649,Kingdom Hearts II,PS2,Square Enix,N/A,8.3,N/A,5.20m,28th Mar 06,N/A,Role-Playing
650,Nintendo Land,WiiU,Nintendo,N/A,7.5,N/A,5.20m,18th Nov 12,25th Aug 20,Party
651,Need for Speed: Undercover,All,Electronic Arts,N/A,N/A,N/A,5.20m,18th Nov 08,20th Oct 20,Racing
652,Super Mario Land 3: Wario Land,GB,Nintendo,N/A,7.9,N/A,5.19m,09th Feb 94,N/A,Platform
653,Atelier,Series,NIS America,N/A,N/A,N/A,5.18m,28th Jun 05,12th Dec 20,Role-Playing
654,Donkey Kong Country 2: Diddy's Kong Quest,SNES,Nintendo,N/A,9.3,N/A,5.15m,20th Nov 95,N/A,Platform
655,Ridge Racer,Series,Namco,N/A,N/A,N/A,5.13m,01st Dec 93,02nd Mar 21,Racing
656,Medal of Honor: Rising Sun,PS2,Electronic Arts,N/A,5.9,N/A,N/A,11th Nov 03,N/A,Shooter
657,Battlefield 1,XOne,Electronic Arts,N/A,9.3,N/A,N/A,21st Oct 16,24th Mar 18,Shooter
658,Kirby's Dream Land,GB,Nintendo,N/A,N/A,N/A,5.13m,01st Aug 92,N/A,Platform
659,Microsoft Flight Simulator,PC,Microsoft,N/A,7.0,N/A,N/A,31st Oct 96,N/A,Simulation
660,Guitar Hero II,PS2,RedOctane,N/A,9.2,N/A,N/A,07th Nov 06,N/A,Misc
661,FIFA 13,X360,EA Sports,N/A,N/A,N/A,N/A,25th Sep 12,06th Apr 18,Sports
662,Resident Evil 5    Read the review,PS3,Capcom,8.4,8.6,8.8,N/A,13th Mar 09,N/A,Action
663,Fable III,X360,Microsoft Game Studios,N/A,7.8,N/A,N/A,26th Oct 10,N/A,Role-Playing
664,Guitar Hero World Tour,All,Activision,N/A,N/A,N/A,5.10m,26th Oct 08,01st Nov 20,Music
665,Mario & Sonic at the Olympic Games,DS,Sega,N/A,7.0,N/A,N/A,22nd Jan 08,N/A,Sports
666,Monument Valley,All,Ustwo Games,N/A,N/A,N/A,5.10m,03rd Apr 14,30th Jan 21,Puzzle
667,Resident Evil,All,Capcom,N/A,N/A,N/A,5.08m,30th Mar 96,11th Oct 20,Action-Adventure
668,Grand Theft Auto: Vice City Stories,PSP,Rockstar Games,N/A,8.4,N/A,N/A,31st Oct 06,N/A,Action
669,FIFA Soccer 11,PS3,EA Sports,N/A,8.7,N/A,N/A,28th Sep 10,N/A,Sports
670,Super Mario Bros. Deluxe,GB,Nintendo,N/A,9.7,N/A,5.07m,30th Apr 99,N/A,Platform
671,Final Fantasy XV,PS4,Square Enix,N/A,8.1,9.0,N/A,29th Nov 16,04th May 18,Role-Playing
672,Fallout 4,XOne,Bethesda Softworks,N/A,8.4,N/A,N/A,10th Nov 15,24th Mar 18,Role-Playing
673,Rhythm Heaven,Series,Nintendo,N/A,N/A,N/A,5.03m,05th Apr 09,18th Aug 20,Music
674,Tony Hawk's Pro Skater,PS,Activision,N/A,9.6,N/A,N/A,31st Aug 99,N/A,Sports
675,Warzone 2100,PS,Eidos Interactive,N/A,N/A,N/A,N/A,31st May 99,N/A,Strategy
676,Gears of War    Read the review,X360,Microsoft Game Studios,8.8,9.4,9.4,5.00m,07th Nov 06,N/A,Shooter
677,Halo: Combat Evolved,XB,Microsoft,N/A,9.5,N/A,5.00m,14th Nov 01,11th Oct 18,Shooter
678,SimCity 3000,PC,Electronic Arts,N/A,8.5,N/A,5.00m,15th Mar 98,N/A,Simulation
679,Gears of War 2    Read the review,X360,Microsoft Game Studios,9.0,9.4,9.5,5.00m,07th Nov 08,N/A,Shooter
680,Killing Floor,PC,Tripwire Interactive,N/A,7.5,N/A,5.00m,14th May 09,N/A,Shooter
681,Halo 5: Guardians    Read the review,XOne,Microsoft Studios,N/A,8.6,N/A,5.00m,27th Oct 15,24th Mar 18,Shooter
682,Cities: Skylines,PC,Paradox Interactive,N/A,N/A,N/A,5.00m,10th Mar 15,14th Jan 18,Simulation
683,Final Fantasy VII Remake    Read the review,PS4,Square Enix,9.0,N/A,N/A,5.00m,10th Apr 20,05th Aug 20,Role-Playing
684,Sea of Thieves    Read the review,PC,Microsoft Studios,5.0,6.7,N/A,5.00m,20th Mar 18,01st Oct 18,Action-Adventure
685,Kerbal Space Program,Series,Private Division,N/A,N/A,N/A,5.00m,27th Apr 15,06th Feb 20,Simulation
686,The Legend of Heroes: Trails,Series,Xseed Games,N/A,N/A,N/A,5.00m,29th Mar 11,06th Feb 20,Role-Playing
687,Tecmo Bowl,Series,Tecmo,N/A,N/A,N/A,5.00m,01st Dec 87,08th Feb 20,Sports
688,The Matrix,Series,Infogrames,N/A,N/A,N/A,5.00m,14th May 03,08th Feb 20,Action-Adventure
689,Torchlight,Series,Encore,N/A,N/A,N/A,5.00m,27th Oct 09,20th Mar 20,Role-Playing
690,Madden NFL 12,All,EA Sports,N/A,N/A,N/A,5.00m,30th Aug 11,15th Oct 20,Sports
691,Madden NFL 11,All,EA Sports,N/A,N/A,N/A,5.00m,10th Aug 10,20th Oct 20,Sports
692,Need for Speed: Hot Pursuit (2010),All,Electronic Arts,N/A,N/A,N/A,5.00m,16th Nov 10,20th Oct 20,Racing
693,Guitar Hero II,All,RedOctane,N/A,N/A,N/A,5.00m,07th Nov 06,01st Nov 20,Music
694,Medal of Honor (2010),All,Electronic Arts,N/A,N/A,N/A,5.00m,12th Oct 10,02nd Nov 20,Shooter
695,Kingdom Hearts III,All,Square Enix,N/A,N/A,N/A,5.00m,29th Jan 19,08th Nov 20,Role-Playing
696,Batman: Arkham Knight,All,Warner Bros. Interactive Entertainment,N/A,N/A,N/A,5.00m,23rd Jun 15,09th Nov 20,Action-Adventure
